99
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q6	?	16	1556602955102	1556602955836	734	0	0	0
Q6	?	16	1556602955602	1556602955836	234	0	0	0
Q6	?	16	1556602955649	1556602955836	187	0	0	0
Q6	?	16	1556602955680	1556602955836	156	0	0	0
Q6	?	16	1556602955711	1556602955836	125	0	0	0
Q6	?	16	1556602955742	1556602955836	94	0	0	0
Q6	?	16	1556602955774	1556602955836	62	0	0	0
Q6	Y	89	1556602955774	1556602955836	62	0	0	0
Q6	e	69	1556602956024	1556602956117	93	1	1	1
Q6	s	83	1556602956321	1556602956367	46	2	2	1
Q6	,	44	1556602957384	1556602957446	62	3	3	1
Q6	 	32	1556602957493	1556602957571	78	4	4	1
Q6	t	84	1556602958384	1556602958430	46	5	5	1
Q6	h	72	1556602958556	1556602958649	93	6	6	1
Q6	e	69	1556602958602	1556602958649	47	7	7	1
Q6	 	32	1556602958696	1556602958790	94	8	8	1
Q6	s	83	1556602959227	1556602959305	78	9	9	1
Q6	t	84	1556602959415	1556602959478	63	10	10	1
Q6	u	85	1556602959603	1556602959696	93	11	11	1
Q6	d	68	1556602959681	1556602959696	15	12	12	1
Q6	e	69	1556602959837	1556602959915	78	13	13	1
Q6	n	78	1556602959915	1556602959993	78	14	14	1
Q6	t	84	1556602960149	1556602960212	63	15	15	1
Q6	 	32	1556602960259	1556602960368	109	16	16	1
Q6	m	77	1556602960493	1556602960556	63	17	17	1
Q6	u	85	1556602961072	1556602961134	62	18	18	1
Q6	s	83	1556602961181	1556602961275	94	19	19	1
Q6	t	84	1556602961322	1556602961353	31	20	20	1
Q6	 	32	1556602961415	1556602961493	78	21	21	1
Q6	e	69	1556602961665	1556602961743	78	22	22	1
Q6		8	1556602962087	1556602962165	78	23	23	1
Q6	b	66	1556602962462	1556602962494	32	22	22	-1
Q6	e	69	1556602962478	1556602962494	16	23	23	1
Q6	 	32	1556602963025	1556602963134	109	24	24	1
Q6	s	83	1556602963212	1556602963290	78	25	25	1
Q6	u	85	1556602963369	1556602963447	78	26	26	1
Q6	p	80	1556602963634	1556602963712	78	27	27	1
Q6	p	80	1556602963775	1556602963853	78	28	28	1
Q6	o	79	1556602963978	1556602964040	62	29	29	1
Q6	r	82	1556602964197	1556602964259	62	30	30	1
Q6	t	84	1556602964306	1556602964369	63	31	31	1
Q6	e	69	1556602964415	1556602964494	79	32	32	1
Q6	d	68	1556602964603	1556602964681	78	33	33	1
Q6	 	32	1556602964697	1556602964775	78	34	34	1
Q6	b	66	1556602965478	1556602965525	47	35	35	1
Q6	y	89	1556602965650	1556602965728	78	36	36	1
Q6	 	32	1556602965759	1556602965838	79	37	37	1
Q6	t	84	1556602965916	1556602965963	47	38	38	1
Q6	h	72	1556602966103	1556602966181	78	39	39	1
Q6	e	69	1556602966166	1556602966181	15	40	40	1
Q6	 	32	1556602966228	1556602966244	16	41	41	1
Q6	?	16	1556602966588	1556602966900	312	42	42	1
Q6	U	85	1556602966822	1556602966900	78	42	42	0
Q6	n	78	1556602967025	1556602967103	78	43	43	1
Q6	i	73	1556602967213	1556602967291	78	44	44	1
Q6	v	86	1556602967447	1556602967510	63	45	45	1
Q6	e	69	1556602967525	1556602967588	63	46	46	1
Q6	r	82	1556602967728	1556602967775	47	47	47	1
Q6	s	83	1556602967963	1556602968088	125	48	48	1
Q6	i	73	1556602968103	1556602968166	63	49	49	1
Q6	t	84	1556602968416	1556602968463	47	50	50	1
Q6	y	89	1556602968650	1556602968728	78	51	51	1
Q6	 	32	1556602968822	1556602968900	78	52	52	1
Q6	t	84	1556602969056	1556602969135	79	53	53	1
Q6	o	79	1556602969447	1556602969510	63	54	54	1
Q6		8	1556602971713	1556602971791	78	55	55	1
Q6		8	1556602971916	1556602971963	47	54	54	-1
Q6	s	83	1556602973057	1556602973135	78	53	53	-1
Q6	i	73	1556602973213	1556602973291	78	54	54	1
Q6	n	78	1556602973510	1556602973573	63	55	55	1
