97
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q6	?	16	1556602888621	1556602888839	218	0	0	0
Q6	U	85	1556602888792	1556602888839	47	0	0	0
Q6	n	78	1556602888980	1556602889074	94	1	1	1
Q6	i	73	1556602889074	1556602889152	78	2	2	1
Q6	v	86	1556602889105	1556602889152	47	3	3	1
Q6	r	82	1556602889324	1556602889496	172	4	4	1
Q6		8	1556602889589	1556602889652	63	5	5	1
Q6	e	69	1556602889730	1556602889839	109	4	4	-1
Q6	r	82	1556602889792	1556602889839	47	5	5	1
Q6	i	73	1556602889902	1556602889917	15	6	6	1
Q6	s	83	1556602889933	1556602890027	94	7	7	1
Q6		8	1556602890496	1556602890558	62	8	8	1
Q6		8	1556602890652	1556602890683	31	7	7	-1
Q6	i	73	1556602891949	1556602892011	62	6	6	-1
Q6	t	84	1556602892043	1556602892136	93	7	7	1
Q6	y	89	1556602892230	1556602892308	78	8	8	1
Q6	 	32	1556602892324	1556602892371	47	9	9	1
Q6	i	73	1556602892527	1556602892605	78	10	10	1
Q6	s	83	1556602892652	1556602892714	62	11	11	1
Q6	 	32	1556602892714	1556602892714	0	12	12	1
Q6	t	84	1556602892871	1556602892980	109	13	13	1
Q6	h	72	1556602892949	1556602892980	31	14	14	1
Q6	e	69	1556602893043	1556602893105	62	15	15	1
Q6	 	32	1556602893136	1556602893183	47	16	16	1
Q6	f	70	1556602894199	1556602894293	94	17	17	1
Q6	o	79	1556602894309	1556602894371	62	18	18	1
Q6	r	82	1556602894387	1556602894496	109	19	19	1
Q6	e	69	1556602894465	1556602894496	31	20	20	1
Q6	f	70	1556602894621	1556602894715	94	21	21	1
Q6	o	79	1556602894730	1556602894793	63	22	22	1
Q6	r	82	1556602894808	1556602894949	141	23	23	1
Q6		8	1556602895183	1556602895246	63	24	24	1
Q6		8	1556602895340	1556602895387	47	23	23	-1
Q6	r	82	1556602895402	1556602895512	110	22	22	-1
Q6	o	79	1556602895527	1556602895574	47	23	23	1
Q6	n	78	1556602895590	1556602895684	94	24	24	1
Q6	t	84	1556602895684	1556602895762	78	25	25	1
Q6	 	32	1556602895777	1556602895856	79	26	26	1
Q6	o	79	1556602896090	1556602896152	62	27	27	1
Q6	f	70	1556602896152	1556602896246	94	28	28	1
Q6	 	32	1556602896262	1556602896309	47	29	29	1
Q6	d	68	1556602900965	1556602901090	125	30	30	1
