97
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q3	?	16	1556605572369	1556605572962	593	0	0	0
Q3	?	16	1556605572869	1556605572962	93	0	0	0
Q3	G	71	1556605572884	1556605572962	78	0	0	0
Q3	r	82	1556605573072	1556605573166	94	1	1	1
Q3	o	79	1556605573119	1556605573166	47	2	2	1
Q3	u	85	1556605573275	1556605573353	78	3	3	1
Q3	p	80	1556605573384	1556605573478	94	4	4	1
Q3	 	32	1556605573509	1556605573603	94	5	5	1
Q3	w	87	1556605573603	1556605573713	110	6	6	1
Q3	o	79	1556605573681	1556605573713	32	7	7	1
Q3	r	82	1556605573775	1556605573900	125	8	8	1
Q3	k	75	1556605573884	1556605573900	16	9	9	1
Q3	 	32	1556605574025	1556605574134	109	10	10	1
Q3	s	83	1556605574103	1556605574134	31	11	11	1
Q3	e	69	1556605574197	1556605574244	47	12	12	1
Q3	g	71	1556605574431	1556605574509	78	13	13	1
Q3	r	82	1556605574838	1556605574994	156	14	14	1
Q3	e	69	1556605574931	1556605574994	63	15	15	1
Q3	g	71	1556605575353	1556605575463	110	16	16	1
Q3	a	65	1556605575447	1556605575463	16	17	17	1
Q3	t	84	1556605575556	1556605575681	125	18	18	1
Q3	i	73	1556605575666	1556605575681	15	19	19	1
Q3	o	79	1556605575869	1556605575963	94	20	20	1
Q3	n	78	1556605575963	1556605576041	78	21	21	1
Q3	 	32	1556605576072	1556605576135	63	22	22	1
Q3	.	46	1556605576182	1556605576275	93	23	23	1
Q3		8	1556605576853	1556605576916	63	24	24	1
Q3	.	46	1556605577244	1556605577322	78	23	23	-1
Q3	 	32	1556605577385	1556605577447	62	24	24	1
Q3		8	1556605577619	1556605577666	47	25	25	1
Q3		8	1556605577775	1556605577822	47	24	24	-1
Q3		8	1556605577931	1556605577978	47	23	23	-1
Q3	.	46	1556605578525	1556605578603	78	22	22	-1
Q3	 	32	1556605578744	1556605578853	109	23	23	1
Q3	?	16	1556605578822	1556605578853	31	24	24	1
Q3	I	73	1556605579025	1556605579072	47	24	24	0
Q3	t	84	1556605579135	1556605579244	109	25	25	1
Q3	 	32	1556605579244	1556605579244	0	26	26	1
Q3	i	73	1556605579369	1556605579447	78	27	27	1
Q3	s	83	1556605579510	1556605579588	78	28	28	1
Q3	 	32	1556605579604	1556605579666	62	29	29	1
Q3	i	73	1556605579697	1556605579791	94	30	30	1
Q3	m	77	1556605579838	1556605579869	31	31	31	1
Q3	p	80	1556605579900	1556605580010	110	32	32	1
Q3	o	79	1556605580072	1556605580166	94	33	33	1
Q3	r	82	1556605580197	1556605580244	47	34	34	1
Q3	t	84	1556605580526	1556605580635	109	35	35	1
Q3	a	65	1556605580650	1556605580713	63	36	36	1
Q3	n	78	1556605580760	1556605580838	78	37	37	1
Q3	t	84	1556605580838	1556605580947	109	38	38	1
Q3	 	32	1556605580932	1556605580947	15	39	39	1
Q3	t	84	1556605581057	1556605581135	78	40	40	1
Q3	h	72	1556605581119	1556605581135	16	41	41	1
Q3	e	69	1556605581213	1556605581213	0	42	42	1
Q3	 	32	1556605581307	1556605581400	93	43	43	1
Q3	e	69	1556605581494	1556605581619	125	44	44	1
Q3	a	65	1556605581635	1556605581713	78	45	45	1
Q3	c	67	1556605581729	1556605581854	125	46	46	1
Q3	h	72	1556605581807	1556605581854	47	47	47	1
Q3	 	32	1556605581885	1556605581932	47	48	48	1
Q3	s	83	1556605581979	1556605582010	31	49	49	1
Q3	t	84	1556605582151	1556605582229	78	50	50	1
Q3	u	85	1556605582229	1556605582229	0	51	51	1
Q3	d	68	1556605582416	1556605582541	125	52	52	1
Q3	e	69	1556605582494	1556605582541	47	53	53	1
Q3	n	78	1556605582619	1556605582635	16	54	54	1
Q3	t	84	1556605582713	1556605582744	31	55	55	1
Q3	 	32	1556605582869	1556605582994	125	56	56	1
Q3	s	83	1556605583744	1556605583838	94	57	57	1
Q3	h	72	1556605583807	1556605583838	31	58	58	1
Q3	a	65	1556605583916	1556605583916	0	59	59	1
Q3	r	82	1556605584041	1556605584229	188	60	60	1
Q3	e	69	1556605584135	1556605584229	94	61	61	1
Q3	 	32	1556605584323	1556605584432	109	62	62	1
Q3	q	81	1556605584619	1556605584744	125	63	63	1
Q3		8	1556605585088	1556605585151	63	64	64	1
Q3	e	69	1556605585151	1556605585291	140	63	63	-1
Q3	q	81	1556605585229	1556605585291	62	64	64	1
Q3	u	85	1556605585432	1556605585494	62	65	65	1
Q3	a	65	1556605585526	1556605585604	78	66	66	1
Q3	l	76	1556605585635	1556605585760	125	67	67	1
Q3	 	32	1556605585760	1556605585760	0	68	68	1
Q3	w	87	1556605585885	1556605586026	141	69	69	1
Q3	e	69	1556605585994	1556605586026	32	70	70	1
Q3	i	73	1556605586119	1556605586182	63	71	71	1
Q3	g	71	1556605586229	1556605586354	125	72	72	1
Q3	h	72	1556605586354	1556605586463	109	73	73	1
Q3	 	32	1556605586479	1556605586557	78	74	74	1
Q3	i	73	1556605586822	1556605586932	110	75	75	1
Q3	n	78	1556605586916	1556605586932	16	76	76	1
Q3	t	84	1556605587025	1556605587166	141	77	77	1
Q3	e	69	1556605587135	1556605587166	31	78	78	1
Q3		8	1556605587401	1556605587448	47	79	79	1
Q3		8	1556605587541	1556605587635	94	78	78	-1
Q3	 	32	1556605587666	1556605587760	94	77	77	-1
Q3	t	84	1556605587729	1556605587760	31	78	78	1
Q3	e	69	1556605587823	1556605587854	31	79	79	1
Q3	m	77	1556605587948	1556605587963	15	80	80	1
Q3	r	82	1556605587979	1556605588041	62	81	81	1
Q3	s	83	1556605588213	1556605588338	125	82	82	1
Q3		8	1556605588494	1556605588557	63	83	83	1
Q3		8	1556605588651	1556605588713	62	82	82	-1
Q3		8	1556605588807	1556605588854	47	81	81	-1
Q3	r	82	1556605588885	1556605588979	94	80	80	-1
Q3	m	77	1556605588979	1556605588979	0	81	81	1
Q3	s	83	1556605589089	1556605589182	93	82	82	1
Q3	 	32	1556605589198	1556605589260	62	83	83	1
Q3	o	79	1556605589323	1556605589432	109	84	84	1
Q3	f	70	1556605589463	1556605589573	110	85	85	1
Q3	 	32	1556605589542	1556605589573	31	86	86	1
Q3	h	72	1556605590120	1556605590198	78	87	87	1
Q3	a	65	1556605590167	1556605590198	31	88	88	1
Q3	n	78	1556605590300	1556605590363	63	89	89	1
