97
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q8Timer	?	16	1556604971788	1556604972241	453	0	0	0
Q8Timer	A	65	1556604972178	1556604972241	63	0	0	0
Q8Timer	 	32	1556604972319	1556604972334	15	1	1	1
Q8Timer	p	80	1556604972397	1556604972444	47	2	2	1
Q8Timer	l	76	1556604972506	1556604972522	16	3	3	1
Q8Timer	a	65	1556604972569	1556604972584	15	4	4	1
Q8Timer	n	78	1556604972678	1556604972725	47	5	5	1
Q8Timer	 	32	1556604972803	1556604972928	125	6	6	1
Q8Timer	t	84	1556604973381	1556604973460	79	7	7	1
Q8Timer	h	72	1556604973428	1556604973460	32	8	8	1
Q8Timer	a	65	1556604973553	1556604973631	78	9	9	1
Q8Timer	t	84	1556604973631	1556604973710	79	10	10	1
Q8Timer	 	32	1556604973694	1556604973710	16	11	11	1
Q8Timer	h	72	1556604974288	1556604974366	78	12	12	1
Q8Timer	a	65	1556604974366	1556604974553	187	13	13	1
Q8Timer	s	83	1556604974522	1556604974553	31	14	14	1
Q8Timer	 	32	1556604974647	1556604974694	47	15	15	1
Q8Timer	m	77	1556604976132	1556604976226	94	16	16	1
Q8Timer	a	65	1556604976210	1556604976226	16	17	17	1
Q8Timer	i	73	1556604976288	1556604976351	63	18	18	1
Q8Timer	n	78	1556604976382	1556604976413	31	19	19	1
Q8Timer	 	32	1556604976679	1556604976804	125	20	20	1
Q8Timer	f	70	1556604976788	1556604976804	16	21	21	1
Q8Timer	o	79	1556604976882	1556604976913	31	22	22	1
Q8Timer	c	67	1556604976991	1556604977085	94	23	23	1
Q8Timer	u	85	1556604977069	1556604977085	16	24	24	1
Q8Timer	s	83	1556604977194	1556604977304	110	25	25	1
Q8Timer	 	32	1556604977304	1556604977366	62	26	26	1
Q8Timer	o	79	1556604977554	1556604977632	78	27	27	1
Q8Timer	n	78	1556604977647	1556604977725	78	28	28	1
Q8Timer	 	32	1556604977694	1556604977725	31	29	29	1
Q8Timer	a	65	1556604977960	1556604978069	109	30	30	1
Q8Timer	c	67	1556604978101	1556604978226	125	31	31	1
Q8Timer	h	72	1556604978210	1556604978226	16	32	32	1
Q8Timer	e	69	1556604978335	1556604978398	63	33	33	1
Q8Timer	i	73	1556604978460	1556604978523	63	34	34	1
Q8Timer	v	86	1556604978554	1556604978679	125	35	35	1
Q8Timer	i	73	1556604978663	1556604978679	16	36	36	1
Q8Timer	n	78	1556604978757	1556604978788	31	37	37	1
Q8Timer	g	71	1556604978835	1556604978929	94	38	38	1
Q8Timer	 	32	1556604978960	1556604979007	47	39	39	1
Q8Timer	l	76	1556604979554	1556604979647	93	40	40	1
Q8Timer	o	79	1556604979710	1556604979788	78	41	41	1
Q8Timer	w	87	1556604979757	1556604979788	31	42	42	1
Q8Timer	 	32	1556604979882	1556604979929	47	43	43	1
