97
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q5Timer	?	16	1556606088040	1556606088259	219	0	0	0
Q5Timer	M	77	1556606088212	1556606088259	47	0	0	0
Q5Timer	y	89	1556606088321	1556606088399	78	1	1	1
Q5Timer	 	32	1556606088415	1556606088493	78	2	2	1
Q5Timer	l	76	1556606088540	1556606088681	141	3	3	1
Q5Timer	e	69	1556606088634	1556606088681	47	4	4	1
Q5Timer	a	65	1556606088727	1556606088759	32	5	5	1
Q5Timer	t	84	1556606089025	1556606089103	78	6	6	1
Q5Timer		8	1556606089368	1556606089400	32	7	7	1
Q5Timer	s	83	1556606089462	1556606089509	47	6	6	-1
Q5Timer	t	84	1556606089587	1556606089665	78	7	7	1
Q5Timer	 	32	1556606089681	1556606089728	47	8	8	1
Q5Timer	f	70	1556606089790	1556606089931	141	9	9	1
Q5Timer	a	65	1556606089915	1556606089931	16	10	10	1
Q5Timer	v	86	1556606090040	1556606090150	110	11	11	1
Q5Timer	o	79	1556606090337	1556606090415	78	12	12	1
Q5Timer	u	85	1556606090509	1556606090587	78	13	13	1
Q5Timer	r	82	1556606090587	1556606090587	0	14	14	1
Q5Timer	i	73	1556606090697	1556606090790	93	15	15	1
Q5Timer	t	84	1556606090775	1556606090790	15	16	16	1
Q5Timer	e	69	1556606090884	1556606090915	31	17	17	1
Q5Timer	 	32	1556606090900	1556606090915	15	18	18	1
Q5Timer	c	67	1556606091134	1556606091275	141	19	19	1
Q5Timer	l	76	1556606091212	1556606091275	63	20	20	1
Q5Timer	a	65	1556606091290	1556606091306	16	21	21	1
Q5Timer	s	83	1556606091368	1556606091384	16	22	22	1
Q5Timer	s	83	1556606091556	1556606091634	78	23	23	1
Q5Timer	 	32	1556606091665	1556606091743	78	24	24	1
Q5Timer	w	87	1556606091743	1556606091743	0	25	25	1
Q5Timer	o	79	1556606091821	1556606091853	32	26	26	1
Q5Timer	u	85	1556606091962	1556606092040	78	27	27	1
Q5Timer	l	76	1556606092119	1556606092181	62	28	28	1
Q5Timer	d	68	1556606092150	1556606092181	31	29	29	1
Q5Timer	 	32	1556606092259	1556606092306	47	30	30	1
Q5Timer	b	66	1556606092384	1556606092462	78	31	31	1
Q5Timer	e	69	1556606092447	1556606092462	15	32	32	1
Q5Timer	 	32	1556606092540	1556606092587	47	33	33	1
Q5Timer	i	73	1556606092634	1556606092712	78	34	34	1
Q5Timer	n	78	1556606092697	1556606092712	15	35	35	1
Q5Timer	t	84	1556606092759	1556606092775	16	36	36	1
Q5Timer	e	69	1556606092837	1556606092869	32	37	37	1
Q5Timer	r	82	1556606092947	1556606092962	15	38	38	1
Q5Timer	c	67	1556606093244	1556606093384	140	39	39	1
Q5Timer		8	1556606093556	1556606093603	47	40	40	1
Q5Timer	m	77	1556606093697	1556606093791	94	39	39	-1
Q5Timer	i	73	1556606093822	1556606093900	78	40	40	1
Q5Timer	c	67	1556606093900	1556606093900	0	41	41	1
Q5Timer	r	82	1556606094228	1556606094306	78	42	42	1
Q5Timer	o	79	1556606094353	1556606094431	78	43	43	1
Q5Timer	e	69	1556606094790	1556606094884	94	44	44	1
Q5Timer		8	1556606095322	1556606095384	62	45	45	1
Q5Timer	 	32	1556606095416	1556606095556	140	44	44	-1
Q5Timer	e	69	1556606095541	1556606095556	15	45	45	1
Q5Timer	c	67	1556606095603	1556606095775	172	46	46	1
Q5Timer	o	79	1556606096166	1556606096260	94	47	47	1
Q5Timer	c	67	1556606096385	1556606096510	125	48	48	1
Q5Timer	n	78	1556606096494	1556606096510	16	49	49	1
Q5Timer		8	1556606096697	1556606096744	47	50	50	1
Q5Timer		8	1556606096853	1556606096885	32	49	49	-1
Q5Timer	n	78	1556606097041	1556606097103	62	48	48	-1
Q5Timer	o	79	1556606097119	1556606097228	109	49	49	1
Q5Timer	m	77	1556606097369	1556606097463	94	50	50	1
Q5Timer	i	73	1556606097432	1556606097463	31	51	51	1
Q5Timer	c	67	1556606097525	1556606097619	94	52	52	1
Q5Timer	s	83	1556606097619	1556606097744	125	53	53	1
Q5Timer	.	46	1556606097713	1556606097744	31	54	54	1
Q5Timer	 	32	1556606097869	1556606097978	109	55	55	1
Q5Timer	?	16	1556606097947	1556606097978	31	56	56	1
Q5Timer	T	84	1556606098275	1556606098322	47	56	56	0
Q5Timer	h	72	1556606098400	1556606098400	0	57	57	1
Q5Timer	e	69	1556606098463	1556606098525	62	58	58	1
Q5Timer	 	32	1556606098572	1556606098619	47	59	59	1
Q5Timer		8	1556606098822	1556606098885	63	60	60	1
Q5Timer		8	1556606098979	1556606099041	62	59	59	-1
Q5Timer		8	1556606099135	1556606099213	78	58	58	-1
Q5Timer	o	79	1556606099291	1556606099385	94	57	57	-1
Q5Timer	 	32	1556606099400	1556606099541	141	58	58	1
Q5Timer	b	66	1556606099463	1556606099541	78	59	59	1
Q5Timer	e	69	1556606099572	1556606099650	78	60	60	1
Q5Timer	g	71	1556606099854	1556606099994	140	61	61	1
Q5Timer	i	73	1556606099979	1556606099994	15	62	62	1
Q5Timer	n	78	1556606100088	1556606100119	31	63	63	1
Q5Timer	 	32	1556606100260	1556606100416	156	64	64	1
