90
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q1	?	16	1554791185833	1554791186568	735	0	0	0
Q1	?	16	1554791186333	1554791186568	235	0	0	0
Q1	?	16	1554791186380	1554791186568	188	0	0	0
Q1	?	16	1554791186411	1554791186568	157	0	0	0
Q1	?	16	1554791186443	1554791186568	125	0	0	0
Q1	?	16	1554791186474	1554791186568	94	0	0	0
Q1	?	16	1554791186505	1554791186568	63	0	0	0
Q1	G	71	1554791186505	1554791186568	63	0	0	0
Q1	o	79	1554791187146	1554791187208	62	1	1	1
Q1	o	79	1554791187302	1554791187365	63	2	2	1
Q1	d	68	1554791187427	1554791187505	78	3	3	1
Q1	 	32	1554791187536	1554791187583	47	4	4	1
Q1	r	82	1554791187693	1554791187771	78	5	5	1
Q1	a	65	1554791187943	1554791188036	93	6	6	1
Q1	n	78	1554791188068	1554791188099	31	7	7	1
Q1	i	73	1554791188412	1554791188490	78	8	8	1
Q1	n	78	1554791188583	1554791188662	79	9	9	1
Q1	g	71	1554791188708	1554791188755	47	10	10	1
Q1	,	44	1554791188818	1554791188880	62	11	11	1
Q1	 	32	1554791188974	1554791189037	63	12	12	1
Q1		8	1554791189380	1554791189427	47	13	13	1
Q1		8	1554791189505	1554791189568	63	12	12	-1
Q1		8	1554791189662	1554791189740	78	11	11	-1
Q1		8	1554791189818	1554791189880	62	10	10	-1
Q1		8	1554791189974	1554791190052	78	9	9	-1
Q1	k	75	1554791190584	1554791190646	62	8	8	-1
Q1	i	73	1554791190771	1554791190818	47	9	9	1
Q1	n	78	1554791190927	1554791190990	63	10	10	1
Q1	g	71	1554791191005	1554791191068	63	11	11	1
Q1	,	44	1554791191255	1554791191318	63	12	12	1
Q1	 	32	1554791191459	1554791191474	15	13	13	1
Q1	w	87	1554791192646	1554791192724	78	14	14	1
Q1	e	69	1554791192834	1554791192881	47	15	15	1
Q1	l	76	1554791192943	1554791193006	63	16	16	1
Q1	l	76	1554791193099	1554791193146	47	17	17	1
Q1	 	32	1554791193256	1554791193318	62	18	18	1
Q1	k	75	1554791193490	1554791193553	63	19	19	1
Q1	n	78	1554791193662	1554791193709	47	20	20	1
Q1	o	79	1554791194787	1554791194850	63	21	21	1
Q1	w	87	1554791194912	1554791194975	63	22	22	1
Q1	n	78	1554791195053	1554791195100	47	23	23	1
Q1	,	44	1554791195350	1554791195428	78	24	24	1
Q1	 	32	1554791195569	1554791195615	46	25	25	1
Q1	g	71	1554791196850	1554791196928	78	26	26	1
Q1	o	79	1554791197131	1554791197194	63	27	27	1
Q1	o	79	1554791197303	1554791197366	63	28	28	1
Q1	d	68	1554791197553	1554791197616	63	29	29	1
Q1	 	32	1554791197662	1554791197741	79	30	30	1
Q1	u	85	1554791197897	1554791197944	47	31	31	1
Q1	n	78	1554791198084	1554791198131	47	32	32	1
Q1	i	73	1554791198256	1554791198319	63	33	33	1
Q1	v	86	1554791198459	1554791198506	47	34	34	1
Q1	e	69	1554791198538	1554791198616	78	35	35	1
Q1	r	82	1554791198694	1554791198772	78	36	36	1
Q1	s	83	1554791198881	1554791198959	78	37	37	1
Q1	i	73	1554791198975	1554791199038	63	38	38	1
Q1	t	84	1554791199116	1554791199178	62	39	39	1
Q1	y	89	1554791199210	1554791199257	47	40	40	1
Q1	,	44	1554791199475	1554791199522	47	41	41	1
Q1	 	32	1554791199647	1554791199741	94	42	42	1
Q1		8	1554791200366	1554791200444	78	43	43	1
Q1		8	1554791200538	1554791200616	78	42	42	-1
Q1	,	44	1554791201241	1554791201304	63	41	41	-1
Q1	 	32	1554791201444	1554791201475	31	42	42	1
Q1	g	71	1554791201913	1554791201975	62	43	43	1
Q1		8	1554791203382	1554791203476	94	44	44	1
Q1	l	76	1554791203616	1554791203679	63	43	43	-1
Q1	o	79	1554791203804	1554791203851	47	44	44	1
Q1	c	67	1554791203913	1554791203960	47	45	45	1
Q1	a	65	1554791204101	1554791204210	109	46	46	1
Q1	t	84	1554791204195	1554791204210	15	47	47	1
Q1	e	69	1554791204398	1554791204460	62	48	48	1
Q1	d	68	1554791204570	1554791204632	62	49	49	1
Q1	 	32	1554791204648	1554791204679	31	50	50	1
Q1	i	73	1554791204835	1554791204882	47	51	51	1
Q1	n	78	1554791204991	1554791205023	32	52	52	1
Q1	 	32	1554791205116	1554791205179	63	53	53	1
Q1	a	65	1554791205445	1554791205492	47	54	54	1
Q1	 	32	1554791205585	1554791205632	47	55	55	1
Q1	g	71	1554791205835	1554791205913	78	56	56	1
Q1	o	79	1554791206070	1554791206132	62	57	57	1
Q1	o	79	1554791206226	1554791206288	62	58	58	1
Q1	d	68	1554791206304	1554791206358	54	59	59	1
Q1	 	32	1554791206452	1554791206499	47	60	60	1
Q1	c	67	1554791206780	1554791206812	32	61	61	1
Q1	i	73	1554791207187	1554791207265	78	62	62	1
Q1	t	84	1554791207327	1554791207405	78	63	63	1
Q1	y	89	1554791207452	1554791207530	78	64	64	1
Q1	.	46	1554791207749	1554791207812	63	65	65	1
Q1	 	32	1554791207952	1554791208015	63	66	66	1
Final Text:Good ranking, well known, good university, located in a good city. 

::::::::::::::::::::::::::::::::::::::: 
