90
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q5Timer	?	16	1554792060984	1554792061141	157	0	0	0
Q5Timer	C	67	1554792061094	1554792061141	47	0	0	0
Q5Timer	o	79	1554792061469	1554792061516	47	1	1	1
Q5Timer	n	78	1554792061641	1554792061688	47	2	2	1
Q5Timer	t	84	1554792061750	1554792061828	78	3	3	1
Q5Timer	r	82	1554792061953	1554792062031	78	4	4	1
Q5Timer	o	79	1554792062078	1554792062141	63	5	5	1
Q5Timer	l	76	1554792062250	1554792062313	63	6	6	1
Q5Timer	 	32	1554792062406	1554792062469	63	7	7	1
Q5Timer	?	16	1554792062594	1554792062828	234	8	8	1
Q5Timer	S	83	1554792062781	1554792062828	47	8	8	0
Q5Timer	y	89	1554792063156	1554792063203	47	9	9	1
Q5Timer	s	83	1554792063266	1554792063328	62	10	10	1
Q5Timer	t	84	1554792063391	1554792063453	62	11	11	1
Q5Timer	e	69	1554792063563	1554792063657	94	12	12	1
Q5Timer	m	77	1554792063750	1554792063797	47	13	13	1
Q5Timer	s	83	1554792064079	1554792064157	78	14	14	1
Q5Timer	.	46	1554792065860	1554792065922	62	15	15	1
Q5Timer	 	32	1554792066063	1554792066110	47	16	16	1
Q5Timer	?	16	1554792069360	1554792069626	266	17	17	1
Q5Timer	E	69	1554792069563	1554792069626	63	17	17	0
Q5Timer	x	88	1554792069876	1554792069970	94	18	18	1
Q5Timer	p	80	1554792070048	1554792070110	62	19	19	1
Q5Timer	l	76	1554792070204	1554792070267	63	20	20	1
Q5Timer	a	65	1554792070313	1554792070376	63	21	21	1
Q5Timer	i	73	1554792070438	1554792070485	47	22	22	1
Q5Timer	n	78	1554792070626	1554792070689	63	23	23	1
Q5Timer	 	32	1554792070798	1554792070845	47	24	24	1
Q5Timer	s	83	1554792070876	1554792070954	78	25	25	1
Q5Timer	l	76	1554792071032	1554792071079	47	26	26	1
Q5Timer	o	79	1554792071173	1554792071235	62	27	27	1
Q5Timer	w	87	1554792071282	1554792071345	63	28	28	1
Q5Timer	e	69	1554792071454	1554792071501	47	29	29	1
Q5Timer	r	82	1554792071610	1554792071673	63	30	30	1
Q5Timer	 	32	1554792071782	1554792071829	47	31	31	1
