90
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q6	?	16	1554788685585	1554788685851	266	0	0	0
Q6	Y	89	1554788685804	1554788685851	47	0	0	0
Q6	e	69	1554788686038	1554788686101	63	1	1	1
Q6	s	83	1554788686132	1554788686226	94	2	2	1
Q6	,	44	1554788686476	1554788686538	62	3	3	1
Q6	 	32	1554788686648	1554788686695	47	4	4	1
Q6	b	66	1554788688289	1554788688367	78	5	5	1
Q6	e	69	1554788688445	1554788688523	78	6	6	1
Q6	c	67	1554788688617	1554788688680	63	7	7	1
Q6	a	65	1554788688773	1554788688867	94	8	8	1
Q6	u	85	1554788688945	1554788689008	63	9	9	1
Q6	s	83	1554788689039	1554788689117	78	10	10	1
Q6	e	69	1554788689195	1554788689258	63	11	11	1
Q6	 	32	1554788689289	1554788689336	47	12	12	1
Q6	t	84	1554788689492	1554788689555	63	13	13	1
Q6	h	72	1554788689664	1554788689726	62	14	14	1
Q6	e	69	1554788689726	1554788689789	63	15	15	1
Q6	 	32	1554788689852	1554788689899	47	16	16	1
Q6	u	85	1554788690024	1554788690102	78	17	17	1
Q6	n	78	1554788690195	1554788690258	63	18	18	1
Q6	i	73	1554788690367	1554788690430	63	19	19	1
Q6	v	86	1554788690570	1554788690633	63	20	20	1
Q6	e	69	1554788690664	1554788690742	78	21	21	1
Q6	r	82	1554788690852	1554788690914	62	22	22	1
Q6	s	83	1554788691055	1554788691133	78	23	23	1
Q6	i	73	1554788691149	1554788691211	62	24	24	1
Q6	t	84	1554788691320	1554788691367	47	25	25	1
Q6	y	89	1554788691398	1554788691461	63	26	26	1
Q6	 	32	1554788691602	1554788691648	46	27	27	1
Q6	i	73	1554788692055	1554788692118	63	28	28	1
Q6	s	83	1554788692321	1554788692383	62	29	29	1
Q6	 	32	1554788692461	1554788692493	32	30	30	1
Q6	p	80	1554788692633	1554788692711	78	31	31	1
Q6		8	1554788693118	1554788693227	109	32	32	1
Q6	a	65	1554788693649	1554788693727	78	31	31	-1
Q6	 	32	1554788693868	1554788693899	31	32	32	1
Q6	p	80	1554788694055	1554788694118	63	33	33	1
Q6	a	65	1554788694196	1554788694258	62	34	34	1
Q6	r	82	1554788694383	1554788694446	63	35	35	1
Q6	t	84	1554788694540	1554788694586	46	36	36	1
Q6	 	32	1554788694727	1554788694790	63	37	37	1
Q6	o	79	1554788694962	1554788695008	46	38	38	1
Q6	f	70	1554788695040	1554788695087	47	39	39	1
Q6	 	32	1554788695290	1554788695352	62	40	40	1
Q6	a	65	1554788696133	1554788696180	47	41	41	1
Q6	 	32	1554788696258	1554788696337	79	42	42	1
Q6	s	83	1554788696430	1554788696493	63	43	43	1
Q6	t	84	1554788696555	1554788696602	47	44	44	1
Q6	u	85	1554788696727	1554788696790	63	45	45	1
Q6	d	68	1554788696821	1554788696899	78	46	46	1
Q6	e	69	1554788697008	1554788697055	47	47	47	1
Q6	n	78	1554788697087	1554788697118	31	48	48	1
Q6	t	84	1554788697243	1554788697290	47	49	49	1
Q6	'	222	1554788697462	1554788697508	46	50	50	1
Q6	 	32	1554788697665	1554788697712	47	51	51	1
Q6		8	1554788697946	1554788698056	110	52	52	1
Q6	s	83	1554788698118	1554788698181	63	51	51	-1
Q6	 	32	1554788698274	1554788698337	63	52	52	1
Q6	s	83	1554788698462	1554788698524	62	53	53	1
Q6	u	85	1554788698571	1554788698618	47	54	54	1
Q6	p	80	1554788698774	1554788698837	63	55	55	1
Q6	p	80	1554788698915	1554788698977	62	56	56	1
Q6	o	79	1554788699056	1554788699102	46	57	57	1
Q6	r	82	1554788699118	1554788699196	78	58	58	1
