91
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q7	?	16	1554789282674	1554789282971	297	0	0	0
Q7	M	77	1554789282892	1554789282971	79	0	0	0
Q7	y	89	1554789283096	1554789283158	62	1	1	1
Q7	 	32	1554789283299	1554789283361	62	2	2	1
Q7	a	65	1554789283518	1554789283596	78	3	3	1
Q7	d	68	1554789283736	1554789283830	94	4	4	1
Q7	v	86	1554789283892	1554789283955	63	5	5	1
Q7	i	73	1554789284190	1554789284252	62	6	6	1
Q7	c	67	1554789284330	1554789284455	125	7	7	1
Q7	e	69	1554789284486	1554789284596	110	8	8	1
Q7	 	32	1554789284643	1554789284721	78	9	9	1
Q7	t	84	1554789284815	1554789284877	62	10	10	1
Q7	o	79	1554789284971	1554789285049	78	11	11	1
Q7	 	32	1554789285314	1554789285346	32	12	12	1
Q7	t	84	1554789285549	1554789285643	94	13	13	1
Q7	h	72	1554789285987	1554789286049	62	14	14	1
Q7		8	1554789286877	1554789286924	47	15	15	1
Q7		8	1554789287018	1554789287080	62	14	14	-1
Q7		8	1554789288456	1554789288518	62	13	13	-1
Q7	 	32	1554789288862	1554789288924	62	12	12	-1
Q7	s	83	1554789289034	1554789289096	62	13	13	1
Q7	t	84	1554789289393	1554789289471	78	14	14	1
Q7	u	85	1554789289503	1554789289565	62	15	15	1
Q7	d	68	1554789289628	1554789289753	125	16	16	1
Q7	n	78	1554789289768	1554789289831	63	17	17	1
Q7	t	84	1554789289893	1554789289971	78	18	18	1
Q7	s	83	1554789290112	1554789290190	78	19	19	1
Q7	 	32	1554789290268	1554789290331	63	20	20	1
Q7	w	87	1554789290409	1554789290487	78	21	21	1
Q7	o	79	1554789290534	1554789290581	47	22	22	1
Q7	u	85	1554789290706	1554789290753	47	23	23	1
Q7	l	76	1554789290909	1554789290956	47	24	24	1
Q7	d	68	1554789291034	1554789291128	94	25	25	1
Q7	 	32	1554789291143	1554789291206	63	26	26	1
Q7	b	66	1554789291315	1554789291378	63	27	27	1
Q7	e	69	1554789291425	1554789291491	66	28	28	1
Q7	 	32	1554789291538	1554789291585	47	29	29	1
Q7	t	84	1554789292632	1554789292710	78	30	30	1
Q7	o	79	1554789292726	1554789292788	62	31	31	1
Q7	 	32	1554789292960	1554789293023	63	32	32	1
Q7	 	10	1554789294663	1554789294695	32	33	33	1
Q7	1	49	1554789294945	1554789295007	62	35	35	2
Q7	?	16	1554789295617	1554789295851	234	36	36	1
Q7	)	48	1554789295804	1554789295851	47	36	36	0
Q7	 	32	1554789296195	1554789296257	62	37	37	1
Q7	?	16	1554789296570	1554789296960	390	38	38	1
Q7	C	67	1554789296851	1554789296960	109	38	38	0
Q7	h	72	1554789297039	1554789297085	46	39	39	1
Q7	o	79	1554789297289	1554789297320	31	40	40	1
Q7	o	79	1554789297414	1554789297460	46	41	41	1
Q7	s	83	1554789297664	1554789297757	93	42	42	1
Q7	e	69	1554789297898	1554789297992	94	43	43	1
Q7	 	32	1554789298007	1554789298070	63	44	44	1
Q7	t	84	1554789298226	1554789298304	78	45	45	1
Q7	h	72	1554789298367	1554789298429	62	46	46	1
Q7	e	69	1554789298523	1554789298554	31	47	47	1
Q7	c	67	1554789298914	1554789299007	93	48	48	1
Q7	o	79	1554789299070	1554789299117	47	49	49	1
Q7	u	85	1554789299257	1554789299336	79	50	50	1
Q7	r	82	1554789299367	1554789299445	78	51	51	1
Q7	s	83	1554789299586	1554789299679	93	52	52	1
Q7	e	69	1554789299758	1554789299851	93	53	53	1
Q7	 	32	1554789299898	1554789299945	47	54	54	1
Q7	w	87	1554789300070	1554789300164	94	55	55	1
Q7	i	73	1554789300211	1554789300273	62	56	56	1
Q7	s	83	1554789300351	1554789300461	110	57	57	1
Q7	e	69	1554789300555	1554789300633	78	58	58	1
Q7	l	76	1554789300695	1554789300726	31	59	59	1
Q7	y	89	1554789300914	1554789300961	47	60	60	1
Q7	 	32	1554789301117	1554789301180	63	61	61	1
Q7	a	65	1554789301242	1554789301336	94	62	62	1
Q7	n	78	1554789301383	1554789301461	78	63	63	1
Q7	d	68	1554789301476	1554789301586	110	64	64	1
Q7	 	32	1554789301601	1554789301664	63	65	65	1
Q7	t	84	1554789302586	1554789302649	63	66	66	1
Q7	h	72	1554789302680	1554789302742	62	67	67	1
Q7	i	73	1554789302867	1554789302945	78	68	68	1
Q7	n	78	1554789303055	1554789303102	47	69	69	1
Q7	k	75	1554789303258	1554789303305	47	70	70	1
Q7	 	32	1554789303445	1554789303492	47	71	71	1
Q7	w	87	1554789303727	1554789303805	78	72	72	1
Q7	h	72	1554789304024	1554789304086	62	73	73	1
Q7	e	69	1554789304930	1554789305008	78	74	74	1
Q7	t	84	1554789305071	1554789305117	46	75	75	1
Q7	e	69	1554789305367	1554789305430	63	76	76	1
Q7		8	1554789306540	1554789306586	46	77	77	1
Q7	h	72	1554789306790	1554789306852	62	76	76	-1
Q7	e	69	1554789306915	1554789306961	46	77	77	1
Q7	r	82	1554789307086	1554789307149	63	78	78	1
Q7	 	32	1554789307180	1554789307243	63	79	79	1
Q7	y	89	1554789308565	1554789308643	78	80	80	1
Q7	o	79	1554789308690	1554789308721	31	81	81	1
Q7		8	1554789309534	1554789309581	47	82	82	1
Q7	o	79	1554789310299	1554789310362	63	81	81	-1
Q7	u	85	1554789310503	1554789310549	46	82	82	1
Q7	r	82	1554789310596	1554789310674	78	83	83	1
Q7	 	32	1554789310815	1554789310862	47	84	84	1
Q7	i	73	1554789311143	1554789311221	78	85	85	1
Q7	n	78	1554789311378	1554789311424	46	86	86	1
Q7	t	84	1554789311628	1554789311690	62	87	87	1
Q7	e	69	1554789312081	1554789312143	62	88	88	1
Q7	r	82	1554789312253	1554789312316	63	89	89	1
Q7	e	69	1554789312706	1554789312784	78	90	90	1
Q7	s	83	1554789312925	1554789313003	78	91	91	1
Q7	t	84	1554789313425	1554789313503	78	92	92	1
Q7	e	69	1554789313628	1554789313691	63	93	93	1
Q7	d	68	1554789313816	1554789313894	78	94	94	1
Q7	 	32	1554789313878	1554789313894	16	95	95	1
Q7	i	73	1554789314097	1554789314159	62	96	96	1
Q7	n	78	1554789314238	1554789314300	62	97	97	1
Q7	 	32	1554789314410	1554789314472	62	98	98	1
Q7	t	84	1554789314519	1554789314597	78	99	99	1
Q7	h	72	1554789314660	1554789314706	46	100	100	1
Q7	e	69	1554789314785	1554789314878	93	101	101	1
Q7	m	77	1554789314910	1554789314956	46	102	102	1
Q7	 	32	1554789315097	1554789315144	47	103	103	1
Q7		8	1554789316957	1554789317004	47	104	104	1
Q7		8	1554789317113	1554789317144	31	103	103	-1
Q7		8	1554789317238	1554789317301	63	102	102	-1
Q7		8	1554789317394	1554789317441	47	101	101	-1
Q7		8	1554789317535	1554789317551	16	100	100	-1
Q7	i	73	1554789318019	1554789318066	47	99	99	-1
Q7	t	84	1554789318129	1554789318191	62	100	100	1
Q7	.	46	1554789318566	1554789318613	47	101	101	1
Q7	?	37	1554789320754	1554789322957	2203	102	102	1
Q7	?	37	1554789321254	1554789322957	1703	101	102	0
Q7	?	37	1554789321301	1554789322957	1656	100	102	0
Q7	?	37	1554789321332	1554789322957	1625	99	102	0
Q7	?	37	1554789321364	1554789322957	1593	98	102	0
Q7	?	37	1554789321395	1554789322957	1562	97	102	0
Q7	?	37	1554789321426	1554789322957	1531	96	102	0
Q7	?	37	1554789321457	1554789322957	1500	95	102	0
Q7	?	37	1554789321489	1554789322957	1468	94	102	0
Q7	?	37	1554789321520	1554789322957	1437	93	102	0
Q7	?	37	1554789321551	1554789322957	1406	92	102	0
Q7	?	37	1554789321598	1554789322957	1359	91	102	0
Q7	?	37	1554789321629	1554789322957	1328	90	102	0
Q7	?	37	1554789321660	1554789322957	1297	89	102	0
Q7	?	37	1554789321692	1554789322957	1265	88	102	0
Q7	?	37	1554789321723	1554789322957	1234	87	102	0
Q7	?	37	1554789321754	1554789322957	1203	86	102	0
Q7	?	37	1554789321785	1554789322957	1172	85	102	0
Q7	?	37	1554789321817	1554789322957	1140	84	102	0
Q7	?	37	1554789321863	1554789322957	1094	83	102	0
Q7	?	37	1554789321895	1554789322957	1062	82	102	0
Q7	?	37	1554789321926	1554789322957	1031	81	102	0
Q7	?	37	1554789321957	1554789322957	1000	80	102	0
Q7	?	37	1554789321988	1554789322957	969	79	102	0
Q7	?	37	1554789322020	1554789322957	937	78	102	0
Q7	?	37	1554789322051	1554789322957	906	77	102	0
Q7	?	37	1554789322082	1554789322957	875	76	102	0
Q7	?	37	1554789322113	1554789322957	844	75	102	0
Q7	?	37	1554789322160	1554789322957	797	74	102	0
Q7	?	37	1554789322192	1554789322957	765	73	102	0
Q7	?	37	1554789322223	1554789322957	734	72	102	0
Q7	?	37	1554789322254	1554789322957	703	71	102	0
Q7	?	37	1554789322285	1554789322957	672	70	102	0
Q7	?	37	1554789322317	1554789322957	640	69	102	0
Q7	?	37	1554789322348	1554789322957	609	68	102	0
Q7	?	37	1554789322379	1554789322957	578	67	102	0
Q7	?	37	1554789322411	1554789322957	546	66	102	0
Q7	?	37	1554789322457	1554789322957	500	65	102	0
Q7	?	37	1554789322489	1554789322957	468	64	102	0
Q7	?	37	1554789322520	1554789322957	437	63	102	0
Q7	?	37	1554789322551	1554789322957	406	62	102	0
Q7	?	37	1554789322582	1554789322957	375	61	102	0
Q7	?	37	1554789322614	1554789322957	343	60	102	0
Q7	?	37	1554789322645	1554789322957	312	59	102	0
Q7	?	37	1554789322676	1554789322957	281	58	102	0
Q7	?	37	1554789322707	1554789322957	250	57	102	0
Q7	?	37	1554789322754	1554789322957	203	56	102	0
Q7	?	37	1554789322785	1554789322957	172	55	102	0
Q7	?	37	1554789322817	1554789322957	140	54	102	0
Q7	?	37	1554789322848	1554789322957	109	53	102	0
Q7	?	37	1554789322879	1554789322957	78	52	102	0
Q7	?	37	1554789322910	1554789322957	47	51	102	0
Q7	?	37	1554789322942	1554789322957	15	50	102	0
Q7	?	37	1554789323223	1554789323301	78	49	102	0
Q7	 	32	1554789323379	1554789323473	94	48	102	0
Q7	?	39	1554789323582	1554789323692	110	49	103	1
Q7	?	39	1554789323770	1554789324114	344	50	103	0
Q7	?	40	1554789325676	1554789325777	101	51	103	0
Q7	?	39	1554789326161	1554789328197	2036	51	103	0
Q7	?	39	1554789326661	1554789328197	1536	52	103	0
Q7	?	39	1554789326694	1554789328197	1503	53	103	0
Q7	?	39	1554789326739	1554789328197	1458	54	103	0
Q7	?	39	1554789326769	1554789328197	1428	55	103	0
Q7	?	39	1554789326801	1554789328197	1396	56	103	0
Q7	?	39	1554789326831	1554789328197	1366	57	103	0
Q7	?	39	1554789326862	1554789328197	1335	58	103	0
Q7	?	39	1554789326893	1554789328197	1304	59	103	0
Q7	?	39	1554789326940	1554789328197	1257	60	103	0
Q7	?	39	1554789326970	1554789328197	1227	61	103	0
Q7	?	39	1554789327001	1554789328197	1196	62	103	0
Q7	?	39	1554789327032	1554789328197	1165	63	103	0
Q7	?	39	1554789327063	1554789328197	1134	64	103	0
Q7	?	39	1554789327094	1554789328197	1103	65	103	0
Q7	?	39	1554789327125	1554789328197	1072	66	103	0
Q7	?	39	1554789327156	1554789328197	1041	67	103	0
Q7	?	39	1554789327202	1554789328197	995	68	103	0
Q7	?	39	1554789327233	1554789328197	964	69	103	0
Q7	?	39	1554789327264	1554789328197	933	70	103	0
Q7	?	39	1554789327295	1554789328197	902	71	103	0
Q7	?	39	1554789327326	1554789328197	871	72	103	0
Q7	?	39	1554789327357	1554789328197	840	73	103	0
Q7	?	39	1554789327388	1554789328197	809	74	103	0
