91
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q4	B	66	1554791492922	1554791492969	47	0	0	0
Q4	O	79	1554791493141	1554791493203	62	1	1	1
Q4	T	84	1554791493266	1554791493328	62	2	2	1
Q4	H	72	1554791493375	1554791493422	47	3	3	1
Q4	B	66	1554791493563	1554791493594	31	4	4	1
Q4	 	32	1554791493578	1554791493594	16	5	5	1
Q4	A	65	1554791493672	1554791493750	78	6	6	1
Q4	R	82	1554791493969	1554791494000	31	7	7	1
Q4		8	1554791494203	1554791494266	63	8	8	1
Q4		8	1554791494344	1554791494407	63	7	7	-1
Q4		8	1554791494469	1554791494532	63	6	6	-1
Q4		8	1554791494813	1554791494844	31	5	5	-1
Q4	 	32	1554791495172	1554791495250	78	4	4	-1
Q4	A	65	1554791495313	1554791495391	78	5	5	1
Q4	R	82	1554791495563	1554791495625	62	6	6	1
Q4	E	69	1554791495719	1554791495781	62	7	7	1
Q4	 	32	1554791495844	1554791495906	62	8	8	1
Q4	S	83	1554791496391	1554791496469	78	9	9	1
Q4	A	65	1554791496563	1554791496641	78	10	10	1
Q4	M	77	1554791496688	1554791496766	78	11	11	1
Q4	E	69	1554791497125	1554791497188	63	12	12	1
Q4	 	32	1554791497297	1554791497360	63	13	13	1
Q4	I	73	1554791498204	1554791498282	78	14	14	1
Q4	N	78	1554791498454	1554791498485	31	15	15	1
Q4	 	32	1554791498672	1554791498719	47	16	16	1
Q4	A	65	1554791501188	1554791501282	94	17	17	1
Q4	U	85	1554791501345	1554791501407	62	18	18	1
Q4	S	83	1554791501423	1554791501516	93	19	19	1
Q4	T	84	1554791501610	1554791501673	63	20	20	1
Q4	R	82	1554791501766	1554791501829	63	21	21	1
Q4	A	65	1554791501876	1554791501970	94	22	22	1
Q4	I	73	1554791502516	1554791502579	63	23	23	1
Q4	L	76	1554791502720	1554791502766	46	24	24	1
Q4	I	73	1554791502860	1554791502907	47	25	25	1
Q4	A	65	1554791502938	1554791503032	94	26	26	1
Q4	 	32	1554791503204	1554791503235	31	27	27	1
Q4	N	78	1554791503782	1554791503813	31	28	28	1
Q4	O	79	1554791503970	1554791504032	62	29	29	1
Q4	T	84	1554791504173	1554791504251	78	30	30	1
Q4	 	32	1554791504298	1554791504345	47	31	31	1
Q4	I	73	1554791504485	1554791504548	63	32	32	1
Q4	N	78	1554791504673	1554791504735	62	33	33	1
Q4	D	68	1554791504751	1554791504860	109	34	34	1
Q4	I	73	1554791504892	1554791504938	46	35	35	1
Q4	A	65	1554791504970	1554791505063	93	36	36	1
Q4	 	32	1554791505188	1554791505251	63	37	37	1
Q4	.	46	1554791505798	1554791505860	62	38	38	1
Q4	 	32	1554791506141	1554791506189	48	39	39	1
Q4	T	84	1554791506376	1554791506423	47	40	40	1
Q4	H	72	1554791506454	1554791506485	31	41	41	1
Q4	E	69	1554791506579	1554791506642	63	42	42	1
Q4	E	69	1554791506876	1554791506938	62	43	43	1
Q4	 	32	1554791507017	1554791507079	62	44	44	1
Q4		8	1554791507485	1554791507548	63	45	45	1
Q4		8	1554791507610	1554791507704	94	44	44	-1
Q4	R	82	1554791507704	1554791507767	63	43	43	-1
Q4	E	69	1554791507860	1554791507923	63	44	44	1
Q4	 	32	1554791507970	1554791508017	47	45	45	1
Q4	Y	89	1554791508517	1554791508595	78	46	46	1
