96
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q8Timer	?	16	1556604986224	1556604986412	188	0	0	0
Q8Timer	E	69	1556604986365	1556604986412	47	0	0	0
Q8Timer	x	88	1556604986583	1556604986693	110	1	1	1
Q8Timer	e	69	1556604986818	1556604986974	156	2	2	1
Q8Timer	r	82	1556604986927	1556604986974	47	3	3	1
Q8Timer	c	67	1556604987162	1556604987224	62	4	4	1
Q8Timer	i	73	1556604987287	1556604987334	47	5	5	1
Q8Timer	s	83	1556604987380	1556604987537	157	6	6	1
Q8Timer	i	73	1556604988287	1556604988381	94	7	7	1
Q8Timer	n	78	1556604988381	1556604988381	0	8	8	1
Q8Timer	g	71	1556604988474	1556604988568	94	9	9	1
Q8Timer	 	32	1556604988552	1556604988568	16	10	10	1
Q8Timer	r	82	1556604988974	1556604989037	63	11	11	1
Q8Timer	e	69	1556604989084	1556604989178	94	12	12	1
Q8Timer	g	71	1556604990162	1556604990240	78	13	13	1
Q8Timer	u	85	1556604990318	1556604990365	47	14	14	1
Q8Timer	a	65	1556604990474	1556604990615	141	15	15	1
Q8Timer	r	82	1556604990599	1556604990615	16	16	16	1
Q8Timer	l	76	1556604990740	1556604990818	78	17	17	1
Q8Timer	y	89	1556604991084	1556604991131	47	18	18	1
Q8Timer	 	32	1556604991604	1556604991697	93	19	19	1
Q8Timer		8	1556604993620	1556604993713	93	20	20	1
Q8Timer		8	1556604993838	1556604993901	63	19	19	-1
Q8Timer		8	1556604993979	1556604994104	125	18	18	-1
Q8Timer		8	1556604994338	1556604994463	125	17	17	-1
Q8Timer		8	1556604994729	1556604994792	63	16	16	-1
Q8Timer	l	76	1556604996760	1556604996807	47	15	15	-1
Q8Timer	a	65	1556604997089	1556604997276	187	16	16	1
Q8Timer	r	82	1556604998839	1556604998917	78	17	17	1
Q8Timer	l	76	1556604999104	1556604999183	79	18	18	1
Q8Timer	y	89	1556604999229	1556604999308	79	19	19	1
Q8Timer	 	32	1556604999354	1556604999479	125	20	20	1
Q8Timer	c	67	1556604999932	1556605000089	157	21	21	1
Q8Timer	a	65	1556605000151	1556605000261	110	22	22	1
Q8Timer	n	78	1556605000245	1556605000261	16	23	23	1
Q8Timer	 	32	1556605000339	1556605000355	16	24	24	1
Q8Timer	d	68	1556605000495	1556605000636	141	25	25	1
Q8Timer	e	69	1556605000667	1556605000745	78	26	26	1
Q8Timer	f	70	1556605000870	1556605000964	94	27	27	1
Q8Timer	i	73	1556605000995	1556605001073	78	28	28	1
Q8Timer	n	78	1556605001120	1556605001198	78	29	29	1
Q8Timer	i	73	1556605001245	1556605001323	78	30	30	1
Q8Timer	t	84	1556605001401	1556605001526	125	31	31	1
Q8Timer	e	69	1556605001526	1556605001651	125	32	32	1
Q8Timer	l	76	1556605001683	1556605001776	93	33	33	1
Q8Timer	y	89	1556605001870	1556605001980	110	34	34	1
Q8Timer	 	32	1556605003136	1556605003183	47	35	35	1
Q8Timer	h	72	1556605003636	1556605003683	47	36	36	1
Q8Timer	e	69	1556605003792	1556605003902	110	37	37	1
Q8Timer	l	76	1556605003948	1556605004042	94	38	38	1
Q8Timer	p	80	1556605004089	1556605004214	125	39	39	1
Q8Timer	 	32	1556605005167	1556605005308	141	40	40	1
Q8Timer	w	87	1556605006761	1556605006839	78	41	41	1
Q8Timer	i	73	1556605006839	1556605006839	0	42	42	1
Q8Timer	t	84	1556605006996	1556605007058	62	43	43	1
Q8Timer	h	72	1556605007011	1556605007058	47	44	44	1
Q8Timer	 	32	1556605007293	1556605007402	109	45	45	1
Q8Timer	t	84	1556605007543	1556605007621	78	46	46	1
Q8Timer	h	72	1556605007636	1556605007699	63	47	47	1
Q8Timer	e	69	1556605007761	1556605007918	157	48	48	1
Q8Timer	 	32	1556605008105	1556605008261	156	49	49	1
Q8Timer	h	72	1556605008449	1556605008511	62	50	50	1
Q8Timer	e	69	1556605008621	1556605008777	156	51	51	1
Q8Timer	a	65	1556605008761	1556605008777	16	52	52	1
Q8Timer	l	76	1556605008793	1556605008886	93	53	53	1
Q8Timer	t	84	1556605009074	1556605009136	62	54	54	1
Q8Timer	h	72	1556605009136	1556605009136	0	55	55	1
Q8Timer	 	32	1556605010121	1556605010262	141	56	56	1
Q8Timer		8	1556605014262	1556605014324	62	57	57	1
Q8Timer		8	1556605014418	1556605014481	63	56	56	-1
Q8Timer		8	1556605014543	1556605014606	63	55	55	-1
Q8Timer		8	1556605014684	1556605014731	47	54	54	-1
Q8Timer		8	1556605014824	1556605014887	63	53	53	-1
Q8Timer		8	1556605014965	1556605015012	47	52	52	-1
Q8Timer		8	1556605015090	1556605015152	62	51	51	-1
Q8Timer	m	77	1556605015699	1556605015715	16	50	50	-1
Q8Timer	e	69	1556605016576	1556605016669	93	51	51	1
Q8Timer	n	78	1556605016732	1556605016794	62	52	52	1
Q8Timer	t	84	1556605016841	1556605016966	125	53	53	1
Q8Timer	a	65	1556605016998	1556605017138	140	54	54	1
Q8Timer	l	76	1556605017123	1556605017138	15	55	55	1
Q8Timer	 	32	1556605017232	1556605017279	47	56	56	1
Q8Timer	h	72	1556605018170	1556605018201	31	57	57	1
Q8Timer	e	69	1556605018263	1556605018420	157	58	58	1
Q8Timer	a	65	1556605018404	1556605018420	16	59	59	1
Q8Timer	l	76	1556605018435	1556605018545	110	60	60	1
Q8Timer	t	84	1556605018701	1556605018795	94	61	61	1
Q8Timer	h	72	1556605018810	1556605018888	78	62	62	1
Q8Timer	 	32	1556605019013	1556605019123	110	63	63	1
Q8Timer	d	68	1556605019560	1556605019670	110	64	64	1
Q8Timer	i	73	1556605019701	1556605019763	62	65	65	1
Q8Timer	s	83	1556605019842	1556605019967	125	66	66	1
Q8Timer	o	79	1556605020170	1556605020248	78	67	67	1
