96
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q2	?	16	1556605470419	1556605470684	265	0	0	0
Q2	I	73	1556605470622	1556605470700	78	0	0	0
Q2	 	32	1556605470794	1556605470856	62	1	1	1
Q2	e	69	1556605470950	1556605471060	110	2	2	1
Q2	n	78	1556605471200	1556605471247	47	3	3	1
Q2	j	74	1556605471372	1556605471435	63	4	4	1
Q2	o	79	1556605471513	1556605471622	109	5	5	1
Q2	y	89	1556605471981	1556605472044	63	6	6	1
Q2	e	69	1556605472122	1556605472200	78	7	7	1
Q2	d	68	1556605472325	1556605472435	110	8	8	1
Q2	 	32	1556605472435	1556605472497	62	9	9	1
Q2	m	77	1556605472653	1556605472731	78	10	10	1
Q2	e	69	1556605472747	1556605472810	63	11	11	1
Q2	e	69	1556605472903	1556605473032	129	12	12	1
Q2	i	73	1556605473047	1556605473188	141	13	13	1
Q2	t	84	1556605473250	1556605473375	125	14	14	1
Q2		8	1556605473563	1556605473610	47	15	15	1
Q2		8	1556605473719	1556605473797	78	14	14	-1
Q2	t	84	1556605474219	1556605474282	63	13	13	-1
Q2	i	73	1556605474500	1556605474641	141	14	14	1
Q2	n	78	1556605474594	1556605474641	47	15	15	1
Q2	g	71	1556605474704	1556605474719	15	16	16	1
Q2	 	32	1556605474875	1556605474969	94	17	17	1
Q2	n	78	1556605475360	1556605475422	62	18	18	1
Q2	e	69	1556605475501	1556605475641	140	19	19	1
Q2	w	87	1556605475610	1556605475641	31	20	20	1
Q2	 	32	1556605475719	1556605475751	32	21	21	1
Q2	p	80	1556605475876	1556605475954	78	22	22	1
Q2	e	69	1556605475985	1556605476094	109	23	23	1
Q2	o	79	1556605476079	1556605476094	15	24	24	1
Q2	p	80	1556605476188	1556605476376	188	25	25	1
Q2	l	76	1556605476282	1556605476376	94	26	26	1
Q2	e	69	1556605476360	1556605476376	16	27	27	1
Q2	 	32	1556605476516	1556605476641	125	28	28	1
Q2	a	65	1556605476673	1556605476782	109	29	29	1
Q2	o	79	1556605476766	1556605476782	16	30	30	1
Q2	u	85	1556605476844	1556605476923	79	31	31	1
Q2		8	1556605477329	1556605477376	47	32	32	1
Q2		8	1556605477470	1556605477532	62	31	31	-1
Q2	r	82	1556605478110	1556605478188	78	30	30	-1
Q2	o	79	1556605478313	1556605478454	141	31	31	1
Q2	u	85	1556605478423	1556605478454	31	32	32	1
Q2	n	78	1556605478595	1556605478673	78	33	33	1
Q2	d	68	1556605478610	1556605478673	63	34	34	1
Q2	 	32	1556605478766	1556605478829	63	35	35	1
Q2	t	84	1556605478891	1556605478970	79	36	36	1
Q2	h	72	1556605478970	1556605479032	62	37	37	1
Q2	e	69	1556605479095	1556605479204	109	38	38	1
Q2	 	32	1556605479173	1556605479204	31	39	39	1
Q2	c	67	1556605479454	1556605479532	78	40	40	1
Q2	l	76	1556605479642	1556605479704	62	41	41	1
Q2	a	65	1556605479751	1556605479954	203	42	42	1
Q2	s	83	1556605479923	1556605479954	31	43	43	1
Q2	s	83	1556605480126	1556605480235	109	44	44	1
Q2	e	69	1556605481392	1556605481517	125	45	45	1
Q2	s	83	1556605481595	1556605481751	156	46	46	1
Q2	 	32	1556605481798	1556605481892	94	47	47	1
Q2	a	65	1556605481954	1556605482048	94	48	48	1
Q2	n	78	1556605482032	1556605482048	16	49	49	1
Q2	d	68	1556605482142	1556605482251	109	50	50	1
Q2	 	32	1556605482329	1556605482392	63	51	51	1
Q2	f	70	1556605486752	1556605486892	140	22	52	1
Q2	r	82	1556605486892	1556605487017	125	23	46	-6
Q2	i	73	1556605487002	1556605487017	15	24	47	1
Q2	e	69	1556605487189	1556605487299	110	25	48	1
Q2	n	78	1556605488533	1556605488627	94	26	49	1
Q2	d	68	1556605488674	1556605488830	156	27	50	1
Q2	s	83	1556605488799	1556605488830	31	28	51	1
Q2	 	32	1556605489377	1556605489486	109	29	52	1
Q2	?	40	1556605490111	1556605490158	47	30	53	1
Q2	?	39	1556605491019	1556605492219	1200	30	53	0
Q2	?	39	1556605491530	1556605492219	689	31	53	0
Q2	?	39	1556605491562	1556605492219	657	32	53	0
Q2	?	39	1556605491592	1556605492219	627	33	53	0
Q2	?	39	1556605491623	1556605492219	596	34	53	0
Q2	?	39	1556605491654	1556605492219	565	35	53	0
Q2	?	39	1556605491685	1556605492219	534	36	53	0
Q2	?	39	1556605491717	1556605492219	502	37	53	0
Q2	?	39	1556605491762	1556605492219	457	38	53	0
Q2	?	39	1556605491793	1556605492219	426	39	53	0
Q2	?	39	1556605491823	1556605492219	396	40	53	0
Q2	?	39	1556605491854	1556605492219	365	41	53	0
Q2	?	39	1556605491885	1556605492219	334	42	53	0
Q2	?	39	1556605491916	1556605492219	303	43	53	0
Q2	?	39	1556605491962	1556605492219	257	44	53	0
Q2	?	39	1556605491981	1556605492219	238	45	53	0
Q2	?	39	1556605492025	1556605492219	194	46	53	0
Q2	?	39	1556605492054	1556605492219	165	47	53	0
Q2	?	39	1556605492085	1556605492219	134	48	53	0
Q2	?	39	1556605492116	1556605492219	103	49	53	0
Q2	?	39	1556605492148	1556605492219	71	50	53	0
Q2	?	39	1556605492193	1556605492219	26	51	53	0
Q2		8	1556605493418	1556605493480	62	52	53	0
Q2		8	1556605493589	1556605493652	63	51	52	-1
Q2		8	1556605493793	1556605493855	62	50	51	-1
Q2		8	1556605493980	1556605494090	110	49	50	-1
Q2	.	46	1556605494715	1556605494777	62	48	49	-1
Q2	 	10	1556605494934	1556605494996	62	49	50	1
Q2	?	16	1556605495199	1556605495418	219	51	52	2
Q2	O	79	1556605495356	1556605495418	62	51	52	0
Q2	 	32	1556605495434	1556605495480	46	52	53	1
Q2		8	1556605496199	1556605496293	94	53	54	1
Q2		8	1556605496730	1556605496809	79	52	53	-1
Q2	?	16	1556605497106	1556605497277	171	51	52	-1
Q2	I	73	1556605497262	1556605497277	15	51	52	0
Q2	 	32	1556605497371	1556605497434	63	52	53	1
Q2	h	72	1556605497528	1556605497574	46	53	54	1
Q2	a	65	1556605497653	1556605497778	125	54	55	1
Q2	v	86	1556605497715	1556605497778	63	55	56	1
Q2	e	69	1556605497871	1556605497949	78	56	57	1
Q2	 	32	1556605497965	1556605498027	62	57	58	1
Q2	l	76	1556605498121	1556605498215	94	58	59	1
Q2	e	69	1556605498231	1556605498387	156	59	60	1
Q2	a	65	1556605498356	1556605498387	31	60	61	1
Q2	r	82	1556605498527	1556605498574	47	61	62	1
Q2	n	78	1556605498590	1556605498637	47	62	63	1
Q2	 	32	1556605498871	1556605498996	125	63	64	1
Q2	t	84	1556605498887	1556605498996	109	64	65	1
Q2		8	1556605499277	1556605499340	63	65	66	1
Q2		8	1556605499418	1556605499496	78	64	65	-1
Q2	t	84	1556605499543	1556605499637	94	63	64	-1
Q2	 	32	1556605499699	1556605499762	63	64	65	1
Q2	n	78	1556605499871	1556605499934	63	65	66	1
Q2	e	69	1556605499965	1556605500121	156	66	67	1
Q2	w	87	1556605500090	1556605500121	31	67	68	1
Q2	 	32	1556605500246	1556605500340	94	68	69	1
Q2	k	75	1556605500606	1556605500700	94	69	70	1
Q2	n	78	1556605500825	1556605500887	62	70	71	1
Q2	o	79	1556605501153	1556605501231	78	71	72	1
Q2	w	87	1556605501590	1556605501715	125	72	73	1
Q2	l	76	1556605502059	1556605502169	110	73	74	1
Q2	e	69	1556605502184	1556605502262	78	74	75	1
Q2	f	70	1556605502762	1556605502887	125	75	76	1
Q2		8	1556605503137	1556605503247	110	76	77	1
Q2	d	68	1556605503294	1556605503387	93	75	76	-1
Q2	g	71	1556605503512	1556605503622	110	76	77	1
Q2	e	69	1556605503637	1556605503762	125	77	78	1
Q2	 	32	1556605503794	1556605503872	78	78	79	1
Q2	a	65	1556605503934	1556605504013	79	79	80	1
Q2	n	78	1556605503997	1556605504013	16	80	81	1
Q2	d	68	1556605504122	1556605504200	78	81	82	1
Q2	 	32	1556605504216	1556605504262	46	82	83	1
Q2	s	83	1556605504356	1556605504512	156	83	84	1
Q2	k	75	1556605504559	1556605504716	157	84	85	1
Q2	i	73	1556605504809	1556605504856	47	85	86	1
Q2	l	76	1556605504997	1556605505044	47	86	87	1
Q2	l	76	1556605505122	1556605505200	78	87	88	1
Q2	s	83	1556605505231	1556605505341	110	88	89	1
Q2	 	32	1556605505356	1556605505450	94	89	90	1
Q2	f	70	1556605505653	1556605505763	110	90	91	1
Q2	r	82	1556605505856	1556605505966	110	91	92	1
Q2	o	79	1556605505950	1556605505966	16	92	93	1
Q2	m	77	1556605506028	1556605506122	94	93	94	1
Q2	 	32	1556605506138	1556605506153	15	94	95	1
Q2	t	84	1556605506231	1556605506310	79	95	96	1
Q2	h	72	1556605506341	1556605506403	62	96	97	1
Q2	e	69	1556605506450	1556605506560	110	97	98	1
Q2	 	32	1556605506560	1556605506638	78	98	99	1
Q2	c	67	1556605506903	1556605506997	94	99	100	1
Q2	l	76	1556605507060	1556605507169	109	100	101	1
Q2	a	65	1556605507153	1556605507169	16	101	102	1
Q2	s	83	1556605507278	1556605507325	47	102	103	1
Q2	s	83	1556605507482	1556605507560	78	103	104	1
Q2	e	69	1556605507841	1556605507982	141	104	105	1
Q2	s	83	1556605507950	1556605507982	32	105	106	1
Q2	.	46	1556605508466	1556605508529	63	106	107	1
Q2	?	37	1556605969180	1556605969211	31	1	108	1
Q2	?	37	1556605969289	1556605969352	63	0	108	0
Q2	?	16	1556605969985	1556605971529	1544	0	108	0
Q2	?	16	1556605970494	1556605971529	1035	0	108	0
Q2	?	16	1556605970525	1556605971529	1004	0	108	0
Q2	?	16	1556605970556	1556605971529	973	0	108	0
Q2	?	16	1556605970587	1556605971529	942	0	108	0
Q2	?	16	1556605970619	1556605971529	910	0	108	0
Q2	?	16	1556605970664	1556605971529	865	0	108	0
Q2	?	16	1556605970695	1556605971529	834	0	108	0
Q2	?	16	1556605970726	1556605971529	803	0	108	0
Q2	?	16	1556605970757	1556605971529	772	0	108	0
Q2	?	16	1556605970788	1556605971529	741	0	108	0
Q2	?	16	1556605970818	1556605971529	711	0	108	0
Q2	?	16	1556605970849	1556605971529	680	0	108	0
Q2	?	16	1556605970896	1556605971529	633	0	108	0
Q2	?	16	1556605970914	1556605971529	615	0	108	0
Q2	?	16	1556605970957	1556605971529	572	0	108	0
Q2	?	16	1556605970988	1556605971529	541	0	108	0
Q2	?	16	1556605971019	1556605971529	510	0	108	0
Q2	?	16	1556605971050	1556605971529	479	0	108	0
Q2	?	16	1556605971081	1556605971529	448	0	108	0
Q2	?	16	1556605971112	1556605971529	417	0	108	0
Q2	?	16	1556605971159	1556605971529	370	0	108	0
Q2	?	16	1556605971190	1556605971529	339	0	108	0
Q2	?	16	1556605971220	1556605971529	309	0	108	0
Q2	?	16	1556605971251	1556605971529	278	0	108	0
Q2	?	16	1556605971282	1556605971529	247	0	108	0
Q2	?	16	1556605971312	1556605971529	217	0	108	0
Q2	?	16	1556605971344	1556605971529	185	0	108	0
Q2	?	16	1556605971390	1556605971529	139	0	108	0
Q2	?	16	1556605971409	1556605971529	120	0	108	0
Q2	?	16	1556605971452	1556605971529	77	0	108	0
Q2	?	16	1556605971483	1556605971529	46	0	108	0
Q2	S	83	1556605971489	1556605971529	40	0	108	0
Q2	t	84	1556605972102	1556605972165	63	1	109	1
Q2	d	68	1556605972368	1556605972477	109	2	110	1
Q2	u	85	1556605972493	1556605972555	62	3	111	1
Q2	i	73	1556605972602	1556605972743	141	4	112	1
Q2	 	32	1556605972758	1556605972852	94	5	113	1
Q2		8	1556605973133	1556605973227	94	6	114	1
Q2		8	1556605974399	1556605974555	156	5	113	-1
Q2		8	1556605975009	1556605975102	93	4	112	-1
Q2		8	1556605975415	1556605975493	78	3	111	-1
Q2	u	85	1556605976087	1556605976149	62	2	110	-1
Q2	d	68	1556605976227	1556605976337	110	3	111	1
Q2	i	73	1556605976337	1556605976337	0	4	112	1
Q2	o	79	1556605976415	1556605976446	31	5	113	1
Q2	 	32	1556605976462	1556605976556	94	6	114	1
Q2	?	16	1556605976821	1556605977071	250	7	115	1
Q2	F	70	1556605976993	1556605977071	78	7	115	0
Q2		8	1556605977509	1556605977571	62	8	116	1
Q2	?	16	1556605977946	1556605978243	297	7	115	-1
Q2	A	65	1556605978149	1556605978243	94	7	115	0
Q2	i	73	1556605978306	1556605978368	62	8	116	1
Q2	r	82	1556605978431	1556605978540	109	9	117	1
Q2	 	32	1556605978556	1556605978618	62	10	118	1
Q2	i	73	1556605978743	1556605978806	63	11	119	1
Q2	s	83	1556605978853	1556605978946	93	12	120	1
Q2	 	32	1556605978978	1556605979040	62	13	121	1
Q2	t	84	1556605979087	1556605979165	78	14	122	1
Q2	h	72	1556605979181	1556605979243	62	15	123	1
Q2	e	69	1556605979243	1556605979368	125	16	124	1
Q2	 	32	1556605979384	1556605979446	62	17	125	1
Q2	b	66	1556605979556	1556605979634	78	18	126	1
Q2	e	69	1556605979634	1556605979775	141	19	127	1
Q2	s	83	1556605979728	1556605979775	47	20	128	1
Q2	t	84	1556605980243	1556605980322	79	21	129	1
Q2	 	32	1556605980634	1556605980681	47	22	130	1
Q2	c	67	1556605981056	1556605981119	63	23	131	1
Q2	l	76	1556605981197	1556605981275	78	24	132	1
Q2	a	65	1556605981337	1556605981509	172	25	133	1
Q2	s	83	1556605981478	1556605981509	31	26	134	1
Q2	 	32	1556605981650	1556605981728	78	27	135	1
Q2	s	83	1556605981697	1556605981728	31	28	136	1
Q2	 	32	1556605981947	1556605982009	62	29	137	1
Q2		8	1556605982306	1556605982353	47	30	138	1
Q2		8	1556605982447	1556605982494	47	29	137	-1
Q2		8	1556605982572	1556605982634	62	28	136	-1
Q2	s	83	1556605982759	1556605982869	110	27	135	-1
Q2	 	32	1556605982916	1556605982962	46	28	136	1
Q2	?	16	1556605983103	1556605983275	172	29	137	1
Q2	I	73	1556605983259	1556605983275	16	29	137	0
Q2	 	32	1556605983353	1556605983400	47	30	138	1
Q2	h	72	1556605983869	1556605983916	47	31	139	1
Q2	a	65	1556605983963	1556605984134	171	32	140	1
Q2	d	68	1556605984244	1556605984400	156	33	141	1
Q2	 	32	1556605984447	1556605984494	47	34	142	1
Q2	d	68	1556605985025	1556605985135	110	35	143	1
Q2	u	85	1556605985181	1556605985244	63	36	144	1
Q2	r	82	1556605985291	1556605985400	109	37	145	1
Q2	i	73	1556605985416	1556605985478	62	38	146	1
Q2	n	78	1556605985463	1556605985478	15	39	147	1
Q2	g	71	1556605985603	1556605985682	79	40	148	1
Q2	 	32	1556605985666	1556605985682	16	41	149	1
Q2	u	85	1556605986025	1556605986088	63	42	150	1
Q2	n	78	1556605986150	1556605986228	78	43	151	1
Q2	i	73	1556605986291	1556605986432	141	44	152	1
Q2	 	32	1556605986463	1556605986588	125	45	153	1
Q2	n	78	1556605986838	1556605986869	31	46	154	1
Q2		8	1556605987150	1556605987213	63	47	155	1
Q2		8	1556605987307	1556605987369	62	46	154	-1
Q2	 	32	1556605987979	1556605988041	62	45	153	-1
Q2	a	65	1556605988119	1556605988213	94	46	154	1
Q2	n	78	1556605988244	1556605988276	32	47	155	1
Q2	d	68	1556605988354	1556605988463	109	48	156	1
Q2	 	32	1556605988401	1556605988463	62	49	157	1
Q2	?	16	1556605988604	1556605988791	187	50	158	1
Q2	I	73	1556605988760	1556605988791	31	50	158	0
Q2	 	32	1556605988854	1556605988854	0	51	159	1
Q2	l	76	1556605992339	1556605992417	78	52	160	1
Q2	e	69	1556605992479	1556605992589	110	53	161	1
Q2	a	65	1556605992651	1556605992792	141	54	162	1
Q2	r	82	1556605992776	1556605992792	16	55	163	1
Q2	n	78	1556605992886	1556605992979	93	56	164	1
Q2	t	84	1556605993026	1556605993120	94	57	165	1
Q2	 	32	1556605993167	1556605993245	78	58	166	1
Q2	l	76	1556605993526	1556605993589	63	59	167	1
Q2	o	79	1556605993714	1556605993776	62	60	168	1
Q2	t	84	1556605993855	1556605993948	93	61	169	1
Q2	 	32	1556605994011	1556605994151	140	62	170	1
Q2		8	1556605994698	1556605994776	78	63	171	1
Q2	s	83	1556605994808	1556605994901	93	62	170	-1
Q2	 	32	1556605994917	1556605994979	62	63	171	1
Q2	o	79	1556605995058	1556605995151	93	64	172	1
Q2	f	70	1556605995229	1556605995323	94	65	173	1
Q2	 	32	1556605995339	1556605995417	78	66	174	1
Q2	n	78	1556605995542	1556605995589	47	67	175	1
Q2	e	69	1556605995542	1556605995589	47	68	176	1
Q2	w	87	1556605995698	1556605995745	47	69	177	1
Q2	 	32	1556605995948	1556605996042	94	70	178	1
Q2	t	84	1556605996198	1556605996261	63	71	179	1
Q2	e	69	1556605996323	1556605996402	79	72	180	1
Q2	c	67	1556605996527	1556605996636	109	73	181	1
Q2	h	72	1556605996667	1556605996730	63	74	182	1
Q2	n	78	1556605997011	1556605997074	63	75	183	1
Q2	i	73	1556605997167	1556605997245	78	76	184	1
Q2	w	87	1556605997386	1556605997558	172	77	185	1
Q2		8	1556605997839	1556605997902	63	78	186	1
Q2	q	81	1556605997980	1556605998058	78	77	185	-1
Q2	u	85	1556605998121	1556605998230	109	78	186	1
Q2	e	69	1556605998480	1556605998652	172	79	187	1
Q2	s	83	1556605998605	1556605998652	47	80	188	1
Q2	 	32	1556605998793	1556605998855	62	81	189	1
Q2	a	65	1556605998933	1556605999027	94	82	190	1
Q2	n	78	1556605999011	1556605999027	16	83	191	1
Q2	d	68	1556605999136	1556605999261	125	84	192	1
Q2	 	32	1556605999277	1556605999355	78	85	193	1
Q2	c	67	1556606001980	1556606002058	78	86	194	1
Q2	o	79	1556606002121	1556606002199	78	87	195	1
Q2	m	77	1556606002199	1556606002199	0	88	196	1
Q2	p	80	1556606002340	1556606002480	140	89	197	1
Q2	u	85	1556606002449	1556606002480	31	90	198	1
Q2	t	84	1556606002590	1556606002621	31	91	199	1
Q2	e	69	1556606002746	1556606002902	156	92	200	1
Q2	r	82	1556606002855	1556606002902	47	93	201	1
Q2		8	1556606003480	1556606003574	94	94	202	1
Q2		8	1556606004309	1556606004371	62	93	201	-1
Q2		8	1556606004449	1556606004496	47	92	200	-1
Q2		8	1556606004559	1556606004637	78	91	199	-1
Q2		8	1556606004699	1556606004746	47	90	198	-1
Q2		8	1556606004824	1556606004887	63	89	197	-1
Q2		8	1556606004934	1556606005012	78	88	196	-1
Q2		8	1556606005246	1556606005356	110	87	195	-1
Q2	n	78	1556606005856	1556606005934	78	86	194	-1
Q2	e	69	1556606006043	1556606006215	172	87	195	1
Q2	w	87	1556606006184	1556606006215	31	88	196	1
Q2	 	32	1556606006387	1556606006465	78	89	197	1
Q2	c	67	1556606006934	1556606007012	78	90	198	1
Q2	o	79	1556606007028	1556606007121	93	91	199	1
Q2	m	77	1556606007137	1556606007231	94	92	200	1
Q2	p	80	1556606007278	1556606007418	140	93	201	1
Q2	u	85	1556606007387	1556606007418	31	94	202	1
Q2	t	84	1556606007528	1556606007574	46	95	203	1
Q2	e	69	1556606007637	1556606007793	156	96	204	1
Q2	r	82	1556606007747	1556606007793	46	97	205	1
Q2	 	32	1556606007840	1556606007872	32	98	206	1
Q2	p	80	1556606008012	1556606008090	78	99	207	1
Q2	r	82	1556606008106	1556606008231	125	100	208	1
Q2	o	79	1556606008262	1556606008325	63	101	209	1
Q2	g	71	1556606008590	1556606008668	78	102	210	1
Q2	r	82	1556606008778	1556606008903	125	103	211	1
Q2	a	65	1556606008934	1556606009075	141	104	212	1
Q2	m	77	1556606009075	1556606009168	93	105	213	1
Q2	s	83	1556606009622	1556606009731	109	106	214	1
Q2	 	32	1556606010340	1556606010450	110	107	215	1
Q2	d	68	1556606010622	1556606010700	78	108	216	1
Q2	u	85	1556606010747	1556606010809	62	109	217	1
Q2	r	82	1556606010856	1556606010950	94	110	218	1
Q2	i	73	1556606010965	1556606011075	110	111	219	1
Q2	n	78	1556606011028	1556606011075	47	112	220	1
Q2	g	71	1556606011153	1556606011262	109	113	221	1
Q2	 	32	1556606011262	1556606011340	78	114	222	1
Q2	t	84	1556606011403	1556606011481	78	115	223	1
Q2	h	72	1556606011465	1556606011481	16	116	224	1
Q2	e	69	1556606011606	1556606011700	94	117	225	1
Q2	 	32	1556606011684	1556606011700	16	118	226	1
Q2	c	67	1556606011934	1556606011997	63	119	227	1
Q2	l	76	1556606012091	1556606012169	78	120	228	1
Q2	a	65	1556606012216	1556606012388	172	121	229	1
Q2	s	83	1556606012341	1556606012388	47	122	230	1
Q2	s	83	1556606012528	1556606012638	110	123	231	1
Q2	.	46	1556606012669	1556606012716	47	124	232	1
Q2	 	10	1556606012997	1556606013059	62	125	233	1
Final Text:Studio Air is the best class I had during uni and I learnt lots of new techniques and new computer programs during the class.
I enjoyed meeting new friends around the classes.
I have learnt new knowledge and skills from the classes. 

::::::::::::::::::::::::::::::::::::::: 
