96
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q5Timer	?	16	1556606094547	1556606095891	1344	0	0	0
Q5Timer	?	16	1556606095047	1556606095891	844	0	0	0
Q5Timer	?	16	1556606095094	1556606095891	797	0	0	0
Q5Timer	?	16	1556606095125	1556606095891	766	0	0	0
Q5Timer	?	16	1556606095157	1556606095891	734	0	0	0
Q5Timer	?	16	1556606095188	1556606095891	703	0	0	0
Q5Timer	?	16	1556606095219	1556606095891	672	0	0	0
Q5Timer	?	16	1556606095250	1556606095891	641	0	0	0
Q5Timer	?	16	1556606095281	1556606095891	610	0	0	0
Q5Timer	?	16	1556606095313	1556606095891	578	0	0	0
Q5Timer	?	16	1556606095360	1556606095891	531	0	0	0
Q5Timer	?	16	1556606095391	1556606095891	500	0	0	0
Q5Timer	?	16	1556606095422	1556606095891	469	0	0	0
Q5Timer	?	16	1556606095453	1556606095891	438	0	0	0
Q5Timer	?	16	1556606095485	1556606095891	406	0	0	0
Q5Timer	?	16	1556606095516	1556606095891	375	0	0	0
Q5Timer	?	16	1556606095547	1556606095891	344	0	0	0
Q5Timer	?	16	1556606095578	1556606095891	313	0	0	0
Q5Timer	?	16	1556606095610	1556606095891	281	0	0	0
Q5Timer	?	16	1556606095656	1556606095891	235	0	0	0
Q5Timer	?	16	1556606095688	1556606095891	203	0	0	0
Q5Timer	?	16	1556606095719	1556606095891	172	0	0	0
Q5Timer	?	16	1556606095750	1556606095891	141	0	0	0
Q5Timer	?	16	1556606095781	1556606095891	110	0	0	0
Q5Timer	?	16	1556606095813	1556606095891	78	0	0	0
Q5Timer	T	84	1556606095828	1556606095891	63	0	0	0
Q5Timer	e	69	1556606095969	1556606096063	94	1	1	1
Q5Timer	a	65	1556606096188	1556606096344	156	2	2	1
Q5Timer	c	67	1556606096625	1556606096719	94	3	3	1
Q5Timer	h	72	1556606096735	1556606096813	78	4	4	1
Q5Timer	e	69	1556606096860	1556606097047	187	5	5	1
Q5Timer	s	83	1556606096954	1556606097047	93	6	6	1
Q5Timer		8	1556606097344	1556606097407	63	7	7	1
Q5Timer	r	82	1556606097516	1556606097579	63	6	6	-1
Q5Timer		8	1556606097891	1556606097954	63	7	7	1
Q5Timer		8	1556606098048	1556606098094	46	6	6	-1
Q5Timer		8	1556606098126	1556606098188	62	5	5	-1
Q5Timer		8	1556606098266	1556606098313	47	4	4	-1
Q5Timer		8	1556606098391	1556606098438	47	3	3	-1
Q5Timer		8	1556606098532	1556606098641	109	2	2	-1
Q5Timer	u	85	1556606099110	1556606099173	63	1	1	-1
Q5Timer	t	84	1556606099532	1556606099595	63	2	2	1
Q5Timer	o	79	1556606099626	1556606099704	78	3	3	1
Q5Timer	r	82	1556606099735	1556606099829	94	4	4	1
Q5Timer	s	83	1556606099970	1556606100079	109	5	5	1
Q5Timer	 	32	1556606100095	1556606100204	109	6	6	1
Q5Timer	s	83	1556606100563	1556606100657	94	7	7	1
Q5Timer	h	72	1556606100673	1556606100720	47	8	8	1
Q5Timer	o	79	1556606100782	1556606100876	94	9	9	1
Q5Timer	u	85	1556606100860	1556606100876	16	10	10	1
Q5Timer	l	76	1556606101017	1556606101110	93	11	11	1
Q5Timer	d	68	1556606101157	1556606101235	78	12	12	1
Q5Timer	 	32	1556606101360	1556606101470	110	13	13	1
Q5Timer	e	69	1556606102392	1556606102470	78	14	14	1
Q5Timer	n	78	1556606102532	1556606102595	63	15	15	1
Q5Timer	c	67	1556606102689	1556606102751	62	16	16	1
Q5Timer	o	79	1556606102720	1556606102751	31	17	17	1
Q5Timer	u	85	1556606102829	1556606102876	47	18	18	1
Q5Timer	r	82	1556606102939	1556606103001	62	19	19	1
Q5Timer	a	65	1556606103126	1556606103235	109	20	20	1
Q5Timer	g	71	1556606103298	1556606103392	94	21	21	1
Q5Timer	e	69	1556606103439	1556606103564	125	22	22	1
Q5Timer	m	77	1556606107861	1556606107923	62	14	23	1
Q5Timer	a	65	1556606108002	1556606108095	93	15	24	1
Q5Timer	k	75	1556606108095	1556606108095	0	16	25	1
Q5Timer	e	69	1556606108205	1556606108299	94	17	26	1
Q5Timer	 	32	1556606108314	1556606108377	63	18	27	1
Q5Timer	s	83	1556606108627	1556606108720	93	19	28	1
Q5Timer	o	79	1556606108767	1556606108877	110	20	29	1
Q5Timer	m	77	1556606108845	1556606108877	32	21	30	1
Q5Timer	e	69	1556606108971	1556606109064	93	22	31	1
Q5Timer	 	32	1556606109158	1556606109205	47	23	32	1
Q5Timer	m	77	1556606109908	1556606109939	31	24	33	1
Q5Timer	o	79	1556606110002	1556606110080	78	25	34	1
Q5Timer	r	82	1556606110111	1556606110221	110	26	35	1
Q5Timer	e	69	1556606110221	1556606110377	156	27	36	1
Q5Timer	 	32	1556606111268	1556606111346	78	28	37	1
Q5Timer	a	65	1556606111455	1556606111533	78	29	38	1
