96
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q9	?	16	1556602355248	1556602355482	234	0	0	0
Q9	T	84	1556602355404	1556602355482	78	0	0	0
Q9	w	87	1556602356201	1556602356342	141	1	1	1
Q9	e	69	1556602356779	1556602356857	78	2	2	1
Q9	n	78	1556602356967	1556602357045	78	3	3	1
Q9	t	84	1556602357201	1556602357295	94	4	4	1
Q9	y	89	1556602357358	1556602357420	62	5	5	1
Q9	-	45	1556602357779	1556602357842	63	6	6	1
Q9	f	70	1556602358233	1556602358311	78	7	7	1
Q9	i	73	1556602358358	1556602358420	62	8	8	1
Q9	v	86	1556602358498	1556602358670	172	9	9	1
Q9	e	69	1556602358655	1556602358670	15	10	10	1
Q9	 	32	1556602358873	1556602358998	125	11	11	1
Q9	u	85	1556602359592	1556602359655	63	12	12	1
Q9	n	78	1556602359717	1556602359811	94	13	13	1
Q9	i	73	1556602359827	1556602359905	78	14	14	1
Q9	v	86	1556602359967	1556602360030	63	15	15	1
Q9	e	69	1556602360092	1556602360233	141	16	16	1
Q9	r	82	1556602360202	1556602360233	31	17	17	1
Q9	s	83	1556602360420	1556602360498	78	18	18	1
Q9	i	73	1556602360530	1556602360577	47	19	19	1
Q9	t	84	1556602360639	1556602360702	63	20	20	1
Q9	y	89	1556602360827	1556602360952	125	21	21	1
Q9		8	1556602361530	1556602361624	94	22	22	1
Q9	i	73	1556602361842	1556602361889	47	21	21	-1
Q9	e	69	1556602363874	1556602364046	172	22	22	1
Q9	s	83	1556602363999	1556602364046	47	23	23	1
Q9	 	32	1556602364686	1556602364780	94	24	24	1
Q9	h	72	1556602365390	1556602365452	62	25	25	1
Q9	a	65	1556602365515	1556602365609	94	26	26	1
Q9	v	86	1556602365624	1556602365687	63	27	27	1
Q9	e	69	1556602365718	1556602365812	94	28	28	1
Q9	 	32	1556602365843	1556602365905	62	29	29	1
