95
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q8Timer	1	49	1556604956810	1556604956888	78	0	0	0
Q8Timer	.	46	1556604957108	1556604957170	62	1	1	1
Q8Timer	 	32	1556604957201	1556604957295	94	2	2	1
Q8Timer	i	73	1556604958358	1556604958436	78	3	3	1
Q8Timer	f	70	1556604958498	1556604958592	94	4	4	1
Q8Timer	 	32	1556604958639	1556604958717	78	5	5	1
Q8Timer	y	89	1556604958904	1556604959092	188	6	6	1
Q8Timer	o	79	1556604958998	1556604959092	94	7	7	1
Q8Timer	u	85	1556604959061	1556604959092	31	8	8	1
Q8Timer		8	1556604959655	1556604959733	78	9	9	1
Q8Timer		8	1556604959811	1556604959873	62	8	8	-1
Q8Timer		8	1556604959998	1556604960092	94	7	7	-1
Q8Timer	s	83	1556604960358	1556604960436	78	6	6	-1
Q8Timer	o	79	1556604961296	1556604961342	46	7	7	1
Q8Timer	m	77	1556604961577	1556604961639	62	8	8	1
Q8Timer	e	69	1556604961686	1556604961764	78	9	9	1
Q8Timer	 	32	1556604961811	1556604961874	63	10	10	1
Q8Timer	s	83	1556604961952	1556604962061	109	11	11	1
Q8Timer	t	84	1556604962046	1556604962061	15	12	12	1
Q8Timer	u	85	1556604962139	1556604962155	16	13	13	1
Q8Timer	d	68	1556604962311	1556604962374	63	14	14	1
Q8Timer	e	69	1556604962499	1556604962561	62	15	15	1
Q8Timer	n	78	1556604962530	1556604962561	31	16	16	1
Q8Timer	t	84	1556604962717	1556604962780	63	17	17	1
Q8Timer	 	32	1556604963265	1556604963358	93	18	18	1
Q8Timer	a	65	1556604964187	1556604964233	46	19	19	1
Q8Timer	r	82	1556604964483	1556604964546	63	20	20	1
Q8Timer	e	69	1556604964765	1556604964890	125	21	21	1
Q8Timer	 	32	1556604964937	1556604964968	31	22	22	1
Q8Timer		8	1556604965562	1556604965640	78	23	23	1
Q8Timer		8	1556604965718	1556604965780	62	22	22	-1
Q8Timer		8	1556604965905	1556604965984	79	21	21	-1
Q8Timer		8	1556604966062	1556604966109	47	20	20	-1
Q8Timer		8	1556604966452	1556604966515	63	19	19	-1
Q8Timer	s	83	1556604966624	1556604966718	94	18	18	-1
Q8Timer	 	32	1556604966765	1556604966859	94	19	19	1
Q8Timer	a	65	1556604966937	1556604967031	94	20	20	1
Q8Timer	r	82	1556604967156	1556604967234	78	21	21	1
Q8Timer	e	69	1556604967343	1556604967406	63	22	22	1
Q8Timer	 	32	1556604967452	1556604967531	79	23	23	1
Q8Timer	q	81	1556604967577	1556604967671	94	24	24	1
Q8Timer		8	1556604968078	1556604968140	62	25	25	1
Q8Timer	r	82	1556604968187	1556604968250	63	24	24	-1
Q8Timer	e	69	1556604968390	1556604968453	63	25	25	1
Q8Timer	q	81	1556604968593	1556604968687	94	26	26	1
Q8Timer	u	85	1556604968718	1556604968781	63	27	27	1
Q8Timer	i	73	1556604968906	1556604968984	78	28	28	1
Q8Timer	r	82	1556604969000	1556604969062	62	29	29	1
Q8Timer	e	69	1556604969187	1556604969250	63	30	30	1
Q8Timer	d	68	1556604969375	1556604969468	93	31	31	1
Q8Timer	 	32	1556604969546	1556604969640	94	32	32	1
Q8Timer	t	84	1556604970922	1556604971000	78	33	33	1
Q8Timer	o	79	1556604971015	1556604971078	63	34	34	1
Q8Timer	 	32	1556604971125	1556604971187	62	35	35	1
