95
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q5Timer	i	73	1556606085940	1556606085987	47	0	0	0
Q5Timer	 	32	1556606086097	1556606086190	93	1	1	1
Q5Timer	r	82	1556606087085	1556606087147	62	2	2	1
Q5Timer	e	69	1556606087257	1556606087319	62	3	3	1
Q5Timer	a	65	1556606087491	1556606087569	78	4	4	1
Q5Timer	l	76	1556606088366	1556606088476	110	5	5	1
Q5Timer	y	89	1556606088741	1556606088820	79	6	6	1
Q5Timer		8	1556606089070	1556606089163	93	7	7	1
Q5Timer		8	1556606090007	1556606090085	78	6	6	-1
Q5Timer		8	1556606090163	1556606090210	47	5	5	-1
Q5Timer		8	1556606090398	1556606090460	62	4	4	-1
Q5Timer		8	1556606090632	1556606090695	63	3	3	-1
Q5Timer	a	65	1556606090820	1556606090898	78	2	2	-1
Q5Timer	m	77	1556606090945	1556606091023	78	3	3	1
Q5Timer	 	32	1556606091085	1556606091179	94	4	4	1
Q5Timer	n	78	1556606091257	1556606091414	157	5	5	1
Q5Timer	o	79	1556606091367	1556606091414	47	6	6	1
Q5Timer	t	84	1556606091460	1556606091538	78	7	7	1
Q5Timer	 	32	1556606091585	1556606091664	79	8	8	1
Q5Timer	g	71	1556606091789	1556606091851	62	9	9	1
Q5Timer	o	79	1556606092007	1556606092070	63	10	10	1
Q5Timer	o	79	1556606092132	1556606092195	63	11	11	1
Q5Timer	d	68	1556606092242	1556606092320	78	12	12	1
Q5Timer	 	32	1556606092398	1556606092445	47	13	13	1
Q5Timer	a	65	1556606092585	1556606092632	47	14	14	1
Q5Timer	t	84	1556606093132	1556606093211	79	15	15	1
Q5Timer	 	32	1556606093289	1556606093398	109	16	16	1
Q5Timer	s	83	1556606093461	1556606093523	62	17	17	1
Q5Timer	c	67	1556606093664	1556606093726	62	18	18	1
Q5Timer	i	73	1556606093804	1556606093883	79	19	19	1
Q5Timer	e	69	1556606093929	1556606094023	94	20	20	1
Q5Timer	n	78	1556606094070	1556606094148	78	21	21	1
Q5Timer	c	67	1556606094195	1556606094258	63	22	22	1
Q5Timer	e	69	1556606094383	1556606094461	78	23	23	1
Q5Timer	 	32	1556606094476	1556606094554	78	24	24	1
Q5Timer	s	83	1556606094679	1556606094773	94	25	25	1
Q5Timer	u	85	1556606094773	1556606094773	0	26	26	1
Q5Timer	b	66	1556606094929	1556606095008	79	27	27	1
Q5Timer	k	75	1556606095148	1556606095211	63	28	28	1
Q5Timer	e	69	1556606095258	1556606095351	93	29	29	1
Q5Timer		8	1556606095648	1556606095695	47	30	30	1
Q5Timer		8	1556606095758	1556606095836	78	29	29	-1
Q5Timer	j	74	1556606096492	1556606096555	63	28	28	-1
Q5Timer	e	69	1556606096539	1556606096555	16	29	29	1
Q5Timer	c	67	1556606096774	1556606096836	62	30	30	1
Q5Timer	t	84	1556606096914	1556606096977	63	31	31	1
Q5Timer	s	83	1556606096992	1556606097102	110	32	32	1
Q5Timer	,	44	1556606097336	1556606097399	63	33	33	1
Q5Timer	 	32	1556606097492	1556606097586	94	34	34	1
Q5Timer	b	66	1556606097633	1556606097758	125	35	35	1
Q5Timer	u	85	1556606097727	1556606097758	31	36	36	1
Q5Timer	t	84	1556606097821	1556606097899	78	37	37	1
Q5Timer	 	32	1556606097977	1556606098039	62	38	38	1
Q5Timer	i	73	1556606098149	1556606098227	78	39	39	1
Q5Timer	 	32	1556606098258	1556606098336	78	40	40	1
Q5Timer	t	84	1556606098555	1556606098617	62	41	41	1
Q5Timer	o	79	1556606098774	1556606098836	62	42	42	1
Q5Timer	o	79	1556606098899	1556606098946	47	43	43	1
Q5Timer	k	75	1556606099024	1556606099102	78	44	44	1
Q5Timer	 	32	1556606099164	1556606099243	79	45	45	1
