95
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q6	y	89	1556603026140	1556603026187	47	0	0	0
Q6	e	69	1556603026265	1556603026312	47	1	1	1
Q6	s	83	1556603026453	1556603026546	93	2	2	1
Q6	.	46	1556603026671	1556603026734	63	3	3	1
Q6	 	32	1556603026781	1556603026890	109	4	4	1
Q6	f	70	1556603028812	1556603028891	79	5	5	1
Q6	i	73	1556603028922	1556603028984	62	6	6	1
Q6	r	82	1556603029016	1556603029094	78	7	7	1
Q6	s	83	1556603029234	1556603029328	94	8	8	1
Q6	t	84	1556603029313	1556603029328	15	9	9	1
Q6	 	32	1556603029422	1556603029500	78	10	10	1
Q6	o	79	1556603030156	1556603030250	94	11	11	1
Q6	f	70	1556603030281	1556603030359	78	12	12	1
Q6	 	32	1556603030375	1556603030438	63	13	13	1
Q6	a	65	1556603030563	1556603030641	78	14	14	1
Q6	l	76	1556603030672	1556603030734	62	15	15	1
Q6	l	76	1556603030813	1556603030859	46	16	16	1
Q6	,	44	1556603031016	1556603031063	47	17	17	1
Q6	 	32	1556603031141	1556603031250	109	18	18	1
Q6	 	32	1556603032391	1556603032547	156	19	19	1
Q6		8	1556603032875	1556603033047	172	20	20	1
Q6		8	1556603036876	1556603037767	891	19	19	-1
Q6		8	1556603037376	1556603037767	391	18	18	-1
Q6		8	1556603037423	1556603037767	344	17	17	-1
Q6		8	1556603037454	1556603037767	313	16	16	-1
Q6		8	1556603037486	1556603037767	281	15	15	-1
Q6		8	1556603037517	1556603037767	250	14	14	-1
Q6		8	1556603037548	1556603037767	219	13	13	-1
Q6		8	1556603037579	1556603037767	188	12	12	-1
Q6		8	1556603037611	1556603037767	156	11	11	-1
Q6		8	1556603037642	1556603037767	125	10	10	-1
Q6		8	1556603037673	1556603037767	94	9	9	-1
Q6		8	1556603037720	1556603037767	47	8	8	-1
Q6		8	1556603037751	1556603037767	16	7	7	-1
Q6		8	1556603038142	1556603038189	47	6	6	-1
Q6	a	65	1556603038439	1556603038517	78	5	5	-1
Q6	c	67	1556603038704	1556603038767	63	6	6	1
Q6	c	67	1556603038876	1556603038923	47	7	7	1
Q6	i	73	1556603039001	1556603039064	63	8	8	1
Q6	r	82	1556603039111	1556603039189	78	9	9	1
Q6	d	68	1556603039329	1556603039408	79	10	10	1
Q6		8	1556603039720	1556603039783	63	11	11	1
Q6		8	1556603040080	1556603040220	140	10	10	-1
Q6		8	1556603040658	1556603040752	94	9	9	-1
Q6	i	73	1556603041033	1556603041111	78	8	8	-1
Q6	r	82	1556603041173	1556603041236	63	9	9	1
Q6	d	68	1556603041377	1556603041486	109	10	10	1
Q6		8	1556603041705	1556603041752	47	11	11	1
Q6		8	1556603041845	1556603041877	32	10	10	-1
Q6		8	1556603041986	1556603042064	78	9	9	-1
Q6	o	79	1556603042689	1556603042752	63	8	8	-1
Q6	r	82	1556603042955	1556603043018	63	9	9	1
Q6	d	68	1556603043143	1556603043236	93	10	10	1
Q6	i	73	1556603043221	1556603043236	15	11	11	1
Q6	g	71	1556603043502	1556603043564	62	12	12	1
Q6	 	32	1556603043580	1556603043689	109	13	13	1
Q6	t	84	1556603043768	1556603043877	109	14	14	1
Q6	o	79	1556603043861	1556603043877	16	15	15	1
Q6	 	32	1556603043971	1556603044033	62	16	16	1
Q6	t	84	1556603044143	1556603044189	46	17	17	1
Q6	h	72	1556603044299	1556603044377	78	18	18	1
Q6	e	69	1556603044377	1556603044455	78	19	19	1
Q6	 	32	1556603044439	1556603044455	16	20	20	1
Q6	q	81	1556603044596	1556603044689	93	21	21	1
Q6	u	85	1556603044689	1556603044752	63	22	22	1
Q6	e	69	1556603044830	1556603044892	62	23	23	1
Q6	s	83	1556603045002	1556603045112	110	24	24	1
Q6	t	84	1556603045096	1556603045112	16	25	25	1
Q6	i	73	1556603045299	1556603045362	63	26	26	1
Q6	o	79	1556603045455	1556603045502	47	27	27	1
Q6	n	78	1556603045612	1556603045674	62	28	28	1
Q6	,	44	1556603047377	1556603047440	63	29	29	1
Q6	 	32	1556603047565	1556603047659	94	30	30	1
Q6	s	83	1556603048518	1556603048628	110	31	31	1
Q6		8	1556603048846	1556603048925	79	32	32	1
Q6	a	65	1556603049675	1556603049753	78	31	31	-1
Q6		8	1556603051362	1556603051503	141	32	32	1
Q6	t	84	1556603052894	1556603052956	62	31	31	-1
Q6	h	72	1556603053066	1556603053113	47	32	32	1
Q6	e	69	1556603053159	1556603053237	78	33	33	1
Q6	 	32	1556603053253	1556603053300	47	34	34	1
Q6	s	83	1556603053738	1556603053831	93	35	35	1
Q6	t	84	1556603054206	1556603054316	110	36	36	1
Q6	u	85	1556603054300	1556603054316	16	37	37	1
Q6	d	68	1556603054331	1556603054378	47	38	38	1
Q6	e	69	1556603054488	1556603054550	62	39	39	1
Q6	n	78	1556603054566	1556603054644	78	40	40	1
Q6	t	84	1556603054753	1556603054816	63	41	41	1
Q6	 	32	1556603055175	1556603055285	110	42	42	1
Q6	h	72	1556603055785	1556603055832	47	43	43	1
Q6	a	65	1556603055910	1556603055988	78	44	44	1
Q6	s	83	1556603057785	1556603057879	94	45	45	1
Q6		8	1556603058379	1556603058457	78	46	46	1
Q6	d	68	1556603058566	1556603058644	78	45	45	-1
Q6	 	32	1556603059020	1556603059129	109	46	46	1
Q6	b	66	1556603059738	1556603059832	94	47	47	1
Q6	e	69	1556603059848	1556603059942	94	48	48	1
Q6		8	1556603060207	1556603060270	63	49	49	1
Q6		8	1556603060364	1556603060426	62	48	48	-1
Q6	s	83	1556603061082	1556603061176	94	47	47	-1
Q6	p	80	1556603061254	1556603061332	78	48	48	1
Q6	e	69	1556603061457	1556603061551	94	49	49	1
Q6	n	78	1556603061645	1556603061707	62	50	50	1
Q6	d	68	1556603061739	1556603061848	109	51	51	1
Q6		8	1556603062473	1556603062583	110	52	52	1
Q6	t	84	1556603063551	1556603063645	94	51	51	-1
Q6	 	32	1556603064005	1556603064083	78	52	52	1
Q6	a	65	1556603064677	1556603064786	109	53	53	1
Q6	 	32	1556603064864	1556603064927	63	54	54	1
Q6	s	83	1556603065145	1556603065255	110	55	55	1
Q6	i	73	1556603065317	1556603065349	32	56	56	1
Q6	g	71	1556603065442	1556603065520	78	57	57	1
Q6	n	78	1556603065645	1556603065770	125	58	58	1
Q6	i	73	1556603065755	1556603065770	15	59	59	1
Q6	f	70	1556603065895	1556603065958	63	60	60	1
Q6	i	73	1556603066005	1556603066067	62	61	61	1
Q6		8	1556603067052	1556603067115	63	62	62	1
Q6		8	1556603067193	1556603067255	62	61	61	-1
Q6		8	1556603067318	1556603067380	62	60	60	-1
Q6		8	1556603067396	1556603067458	62	59	59	-1
Q6		8	1556603067552	1556603067599	47	58	58	-1
Q6		8	1556603067677	1556603067740	63	57	57	-1
Q6		8	1556603067818	1556603067912	94	56	56	-1
Q6	p	80	1556603068912	1556603068974	62	55	55	-1
Q6	e	69	1556603068990	1556603069084	94	56	56	1
Q6		8	1556603070427	1556603070506	79	57	57	1
Q6	l	76	1556603071052	1556603071115	63	56	56	-1
Q6	e	69	1556603071131	1556603071226	95	57	57	1
Q6	n	78	1556603071272	1556603071335	63	58	58	1
Q6	t	84	1556603071507	1556603071632	125	59	59	1
Q6	y	89	1556603071616	1556603071632	16	60	60	1
Q6	 	32	1556603071694	1556603071788	94	61	61	1
Q6	o	79	1556603071851	1556603071913	62	62	62	1
Q6	f	70	1556603072163	1556603072257	94	63	63	1
Q6	 	32	1556603072304	1556603072382	78	64	64	1
Q6	t	84	1556603072663	1556603072773	110	65	65	1
Q6	i	73	1556603072788	1556603072851	63	66	66	1
Q6	e	69	1556603073023	1556603073116	93	67	67	1
Q6		8	1556603073538	1556603073616	78	68	68	1
Q6		8	1556603073741	1556603073820	79	67	67	-1
Q6	m	77	1556603074460	1556603074507	47	66	66	-1
Q6	e	69	1556603074538	1556603074648	110	67	67	1
Q6		8	1556603075554	1556603075617	63	68	68	1
Q6		8	1556603075695	1556603075757	62	67	67	-1
Q6		8	1556603075835	1556603075898	63	66	66	-1
Q6	i	73	1556603076242	1556603076320	78	65	65	-1
Q6	m	77	1556603076445	1556603076523	78	66	66	1
Q6	e	69	1556603076867	1556603076976	109	67	67	1
Q6		8	1556603077304	1556603077367	63	68	68	1
Q6		8	1556603077445	1556603077507	62	67	67	-1
Q6		8	1556603077632	1556603077711	79	66	66	-1
Q6	t	84	1556603079133	1556603079195	62	65	65	-1
Q6	i	73	1556603079648	1556603079711	63	66	66	1
Q6	m	77	1556603079820	1556603079898	78	67	67	1
Q6	e	69	1556603079930	1556603080008	78	68	68	1
