95
Question	KeyTyped	KeyTypedValue	PressEvent(ms)	ReleaseEvent(ms)	HoldTime(ms)	CursorLocation	TextLength	CharactersUpdated
Q4	a	65	1556605906884	1556605906978	94	0	0	0
Q4	 	32	1556605907040	1556605907119	79	1	1	1
Q4	w	87	1556605907228	1556605907322	94	2	2	1
Q4	r	82	1556605907619	1556605907712	93	3	3	1
Q4	i	73	1556605907822	1556605907900	78	4	4	1
Q4	t	84	1556605908243	1556605908322	79	5	5	1
Q4	t	84	1556605908415	1556605908478	63	6	6	1
Q4	e	69	1556605908618	1556605908728	110	7	7	1
Q4	n	78	1556605908775	1556605908853	78	8	8	1
Q4	 	32	1556605908978	1556605909072	94	9	9	1
Q4	a	65	1556605909150	1556605909212	62	10	10	1
Q4	s	83	1556605909369	1556605909431	62	11	11	1
Q4	s	83	1556605909541	1556605909587	46	12	12	1
Q4	i	73	1556605909619	1556605909697	78	13	13	1
Q4	g	71	1556605909806	1556605909869	63	14	14	1
Q4	n	78	1556605910088	1556605910150	62	15	15	1
Q4	m	77	1556605910291	1556605910338	47	16	16	1
Q4	e	69	1556605910369	1556605910447	78	17	17	1
Q4	n	78	1556605910478	1556605910541	63	18	18	1
Q4	t	84	1556605910713	1556605910775	62	19	19	1
Q4	 	32	1556605911010	1556605911072	62	20	20	1
Q4	n	78	1556605911338	1556605911416	78	21	21	1
Q4	e	69	1556605911447	1556605911510	63	22	22	1
Q4	e	69	1556605911603	1556605911635	32	23	23	1
Q4	d	68	1556605911775	1556605911838	63	24	24	1
Q4	 	32	1556605911853	1556605911931	78	25	25	1
Q4	t	84	1556605912025	1556605912119	94	26	26	1
Q4	o	79	1556605912150	1556605912228	78	27	27	1
Q4	 	32	1556605912291	1556605912369	78	28	28	1
Q4	b	66	1556605913104	1556605913150	46	29	29	1
Q4	e	69	1556605913182	1556605913260	78	30	30	1
Q4	 	32	1556605913291	1556605913369	78	31	31	1
Q4	v	86	1556605914135	1556605914197	62	32	32	1
Q4	e	69	1556605914229	1556605914291	62	33	33	1
Q4	r	82	1556605914401	1556605914447	46	34	34	1
Q4	y	89	1556605914526	1556605914572	46	35	35	1
Q4	 	32	1556605914651	1556605914760	109	36	36	1
Q4	s	83	1556605917588	1556605917667	79	37	37	1
Q4	p	80	1556605917713	1556605917807	94	38	38	1
Q4	e	69	1556605918323	1556605918432	109	39	39	1
Q4	i	73	1556605919183	1556605919245	62	40	40	1
Q4		8	1556605919698	1556605919792	94	41	41	1
Q4	c	67	1556605920839	1556605920917	78	40	40	-1
Q4	i	73	1556605920948	1556605921026	78	41	41	1
Q4	f	70	1556605921058	1556605921136	78	42	42	1
Q4	i	73	1556605921151	1556605921214	63	43	43	1
Q4	c	67	1556605921261	1556605921323	62	44	44	1
Q4	 	32	1556605921370	1556605921433	63	45	45	1
Q4	t	84	1556605924558	1556605924652	94	46	46	1
Q4	o	79	1556605924652	1556605924714	62	47	47	1
Q4	 	32	1556605924808	1556605924886	78	48	48	1
Q4	t	84	1556605925043	1556605925089	46	49	49	1
Q4	h	72	1556605925246	1556605925293	47	50	50	1
Q4	r	82	1556605925652	1556605925761	109	51	51	1
Q4	 	32	1556605925902	1556605925980	78	52	52	1
Q4		8	1556605926261	1556605926308	47	53	53	1
Q4		8	1556605926371	1556605926449	78	52	52	-1
Q4	e	69	1556605926871	1556605926933	62	51	51	-1
Q4	 	32	1556605926980	1556605927043	63	52	52	1
Q4	e	69	1556605927121	1556605927215	94	53	53	1
Q4	s	83	1556605927371	1556605927433	62	54	54	1
Q4	s	83	1556605927527	1556605927605	78	55	55	1
Q4	a	65	1556605927683	1556605927777	94	56	56	1
Q4	y	89	1556605927808	1556605927887	79	57	57	1
Q4	 	32	1556605927965	1556605928027	62	58	58	1
Q4	t	84	1556605928137	1556605928230	93	59	59	1
Q4	o	79	1556605928277	1556605928340	63	60	60	1
Q4	p	80	1556605928480	1556605928543	63	61	61	1
Q4	i	73	1556605928668	1556605928730	62	62	62	1
Q4	c	67	1556605928746	1556605928824	78	63	63	1
Q4	.	46	1556605930059	1556605930121	62	64	64	1
Q4	 	32	1556605930168	1556605930262	94	65	65	1
Q4	o	79	1556605930340	1556605930465	125	66	66	1
Q4		8	1556605930840	1556605930903	63	67	67	1
Q4	s	83	1556605931012	1556605931090	78	66	66	-1
Q4	o	79	1556605931106	1556605931168	62	67	67	1
Q4	 	32	1556605931309	1556605931356	47	68	68	1
Q4	y	89	1556605931512	1556605931700	188	69	69	1
Q4	o	79	1556605931606	1556605931700	94	70	70	1
Q4	u	85	1556605931653	1556605931700	47	71	71	1
Q4	 	32	1556605931715	1556605931747	32	72	72	1
Q4	d	68	1556605931934	1556605932012	78	73	73	1
